id_medidor,id_suministro,marca_medidor,tecnologia_medidor,numero_serie,fecha_instalacion,fecha_retiro,estado_medidor
2007787,1006823,Elster,Electrónico,ELS-733XXX,2024-10-06,,ACTIVO
2007788,1006824,Iskra,Electrónico,ISK-282XXX,2022-02-06,,ACTIVO
2007789,1006825,Elster,Electrónico,ELS-424XXX,2020-03-15,,ACTIVO
2007790,1006826,Actaris,Electrónico,ACT-467XXX,2024-05-23,2024-12-31,RETIRADO
2007791,1006826,Holley,AMI,HOL-637XXX,2024-12-31,,ACTIVO
2007792,1006827,Actaris,AMI,ACT-374XXX,2024-01-30,,ACTIVO
2007793,1006828,Itron,AMI,ITR-254XXX,2024-12-24,,ACTIVO
2007794,1006829,Elster,Electrónico,ELS-929XXX,2024-11-13,,ACTIVO
2007795,1006830,Itron,AMI,ITR-174XXX,2024-12-31,,ACTIVO
2007796,1006831,Iskra,AMI,ISK-994XXX,2024-04-10,,ACTIVO
2007797,1006832,Iskra,AMI,ISK-937XXX,2024-11-30,,ACTIVO
2007798,1006833,Elster,Electrónico,ELS-934XXX,2024-05-17,,ACTIVO
2007799,1006834,Iskra,Electrónico,ISK-290XXX,2024-08-29,,ACTIVO
2007800,1006835,Elster,AMI,ELS-609XXX,2024-12-02,,ACTIVO
2007801,1006836,Iskra,Electrónico,ISK-557XXX,2023-07-15,,ACTIVO
2007802,1006837,Iskra,AMI,ISK-915XXX,2024-12-24,,ACTIVO
2007803,1006838,Iskra,Electrónico,ISK-473XXX,2024-11-18,2024-12-31,RETIRADO
2007804,1006838,Itron,Electrónico,ITR-704XXX,2024-12-31,,ACTIVO
2007805,1006839,Itron,Electrónico,ITR-539XXX,2024-12-19,2024-12-31,RETIRADO
2007806,1006839,Itron,AMI,ITR-142XXX,2024-12-31,,ACTIVO
2007807,1006840,Iskra,Electrónico,ISK-123XXX,2024-04-16,,ACTIVO
2007808,1006841,Elster,AMI,ELS-601XXX,2023-12-09,,ACTIVO
2007809,1006842,Elster,AMI,ELS-961XXX,2023-12-28,2024-12-31,RETIRADO
2007810,1006842,Elster,AMI,ELS-534XXX,2024-12-31,2024-12-31,RETIRADO
2007811,1006842,Elster,AMI,ELS-551XXX,2024-12-31,,ACTIVO
2007812,1006843,Elster,AMI,ELS-539XXX,2024-12-01,2024-12-31,RETIRADO
2007813,1006843,Actaris,AMI,ACT-881XXX,2024-12-31,2024-12-31,RETIRADO
2007814,1006843,Actaris,AMI,ACT-273XXX,2024-12-31,,ACTIVO
2007815,1006844,Holley,Electrónico,HOL-448XXX,2022-09-04,,ACTIVO
2007816,1006845,Iskra,Electrónico,ISK-229XXX,2024-12-03,,ACTIVO
2007817,1006846,Elster,Electrónico,ELS-581XXX,2024-12-22,,ACTIVO
2007818,1006847,Actaris,Electrónico,ACT-116XXX,2024-07-04,,ACTIVO
2007819,1006848,Holley,AMI,HOL-410XXX,2022-04-20,,ACTIVO
2007820,1006849,Elster,Electrónico,ELS-568XXX,2024-09-08,,ACTIVO
2007821,1006850,Elster,Electrónico,ELS-244XXX,2022-07-15,,ACTIVO
2007822,1006851,Elster,AMI,ELS-730XXX,2024-12-22,2024-12-31,RETIRADO
2007823,1006851,Actaris,AMI,ACT-329XXX,2024-12-31,2024-12-31,RETIRADO
2007824,1006851,Elster,AMI,ELS-110XXX,2024-12-31,,ACTIVO
2007825,1006852,Actaris,Electrónico,ACT-178XXX,2023-09-15,,ACTIVO
2007826,1006853,Holley,Electrónico,HOL-562XXX,2024-09-25,,ACTIVO
2007827,1006854,Itron,AMI,ITR-549XXX,2023-12-09,,ACTIVO
2007828,1006855,Holley,AMI,HOL-422XXX,2024-11-12,,ACTIVO
2007829,1006856,Iskra,Electrónico,ISK-482XXX,2024-07-03,,ACTIVO
2007830,1006857,Iskra,Electromecánico,ISK-609XXX,2024-12-19,,ACTIVO
2007831,1006858,Actaris,Electrónico,ACT-222XXX,2022-10-12,,ACTIVO
2007832,1006859,Landis+Gyr,Electrónico,LAN-862XXX,2024-07-12,,ACTIVO
2007833,1006860,Actaris,AMI,ACT-514XXX,2024-07-03,2024-12-31,RETIRADO
2007834,1006860,Iskra,Electrónico,ISK-615XXX,2024-12-31,,ACTIVO
2007835,1006861,Landis+Gyr,AMI,LAN-480XXX,2024-10-30,,ACTIVO
2007836,1006862,Holley,AMI,HOL-177XXX,2023-02-01,,ACTIVO
2007837,1006863,Holley,Electrónico,HOL-822XXX,2024-10-08,,ACTIVO
2007838,1006864,Itron,Electrónico,ITR-756XXX,2024-11-28,,ACTIVO
2007839,1006865,Actaris,Electrónico,ACT-239XXX,2024-01-16,,ACTIVO
2007840,1006866,Landis+Gyr,Electrónico,LAN-384XXX,2022-10-21,,ACTIVO
2007841,1006867,Landis+Gyr,Electromecánico,LAN-446XXX,2021-10-27,,ACTIVO
2007842,1006868,Landis+Gyr,Electrónico,LAN-994XXX,2024-12-02,,ACTIVO
2007843,1006869,Elster,AMI,ELS-424XXX,2023-03-22,,ACTIVO
2007844,1006870,Elster,Electromecánico,ELS-545XXX,2024-12-13,,ACTIVO
2007845,1006871,Itron,AMI,ITR-888XXX,2024-12-31,,ACTIVO
2007846,1006872,Elster,Electrónico,ELS-989XXX,2024-08-06,,ACTIVO
2007847,1006873,Iskra,Electrónico,ISK-507XXX,2024-10-16,,ACTIVO
2007848,1006874,Holley,Electrónico,HOL-776XXX,2021-09-27,,ACTIVO
2007849,1006875,Itron,AMI,ITR-321XXX,2024-12-23,2024-12-31,RETIRADO
2007850,1006875,Landis+Gyr,Electromecánico,LAN-279XXX,2024-12-31,,ACTIVO
2007851,1006876,Actaris,Electrónico,ACT-118XXX,2024-10-14,,ACTIVO
2007852,1006877,Elster,Electrónico,ELS-993XXX,2024-10-23,,ACTIVO
2007853,1006878,Elster,Electrónico,ELS-473XXX,2024-12-05,,ACTIVO
2007854,1006879,Holley,Electromecánico,HOL-290XXX,2021-12-25,,ACTIVO
2007855,1006880,Itron,AMI,ITR-260XXX,2024-11-30,2024-12-31,RETIRADO
2007856,1006880,Elster,Electrónico,ELS-120XXX,2024-12-31,,ACTIVO
2007857,1006881,Iskra,Electromecánico,ISK-541XXX,2024-12-30,,ACTIVO
2007858,1006882,Actaris,AMI,ACT-976XXX,2023-02-09,,ACTIVO
2007859,1006883,Elster,Electrónico,ELS-494XXX,2024-12-16,,ACTIVO
2007860,1006884,Iskra,AMI,ISK-640XXX,2022-06-04,,ACTIVO
2007861,1006885,Holley,Electrónico,HOL-815XXX,2024-02-27,,ACTIVO
2007862,1006886,Itron,Electrónico,ITR-426XXX,2024-05-14,,ACTIVO
2007863,1006887,Iskra,AMI,ISK-360XXX,2022-12-13,2024-02-01,RETIRADO
2007864,1006888,Iskra,Electrónico,ISK-892XXX,2024-05-12,,ACTIVO
2007865,1006889,Elster,Electrónico,ELS-693XXX,2024-11-05,,ACTIVO
2007866,1006890,Actaris,Electrónico,ACT-451XXX,2022-05-01,,ACTIVO
2007867,1006891,Landis+Gyr,AMI,LAN-575XXX,2022-08-16,2023-06-27,RETIRADO
2007868,1006892,Actaris,Electrónico,ACT-664XXX,2023-10-24,,ACTIVO
2007869,1006893,Elster,AMI,ELS-371XXX,2023-04-23,,ACTIVO
2007870,1006894,Holley,Electrónico,HOL-942XXX,2024-01-16,,ACTIVO
2007871,1006895,Landis+Gyr,Electrónico,LAN-221XXX,2024-12-22,,ACTIVO
2007872,1006896,Holley,Electrónico,HOL-139XXX,2024-09-19,,ACTIVO
2007873,1006897,Landis+Gyr,Electrónico,LAN-578XXX,2024-12-14,,ACTIVO
2007874,1006898,Itron,AMI,ITR-766XXX,2024-12-12,,ACTIVO
2007875,1006899,Holley,Electrónico,HOL-324XXX,2024-05-07,2024-12-31,RETIRADO
2007876,1006899,Elster,AMI,ELS-595XXX,2024-12-31,2024-12-31,RETIRADO
2007877,1006899,Landis+Gyr,AMI,LAN-574XXX,2024-12-31,,ACTIVO
2007878,1006900,Actaris,AMI,ACT-785XXX,2023-04-07,,ACTIVO
2007879,1006901,Actaris,AMI,ACT-846XXX,2024-12-23,2024-12-31,RETIRADO
2007880,1006901,Actaris,Electrónico,ACT-122XXX,2024-12-31,,ACTIVO
2007881,1006902,Itron,Electrónico,ITR-282XXX,2023-02-09,2023-08-18,RETIRADO
2007882,1006903,Actaris,AMI,ACT-314XXX,2023-09-07,,ACTIVO
2007883,1006904,Holley,AMI,HOL-506XXX,2024-03-24,,ACTIVO
2007884,1006905,Elster,Electrónico,ELS-467XXX,2024-09-17,,ACTIVO
2007885,1006906,Iskra,AMI,ISK-371XXX,2024-12-17,,ACTIVO
2007886,1006907,Holley,AMI,HOL-261XXX,2023-10-30,,ACTIVO
2007887,1006908,Itron,Electrónico,ITR-875XXX,2024-11-30,,ACTIVO
2007888,1006909,Landis+Gyr,Electrónico,LAN-755XXX,2024-07-27,,ACTIVO
2007889,1006910,Actaris,Electrónico,ACT-670XXX,2024-10-16,,ACTIVO
2007890,1006911,Landis+Gyr,AMI,LAN-365XXX,2023-09-24,2024-12-31,RETIRADO
2007891,1006911,Iskra,AMI,ISK-395XXX,2024-12-31,,ACTIVO
2007892,1006912,Elster,AMI,ELS-992XXX,2023-05-11,,ACTIVO
2007893,1006913,Holley,AMI,HOL-898XXX,2024-10-30,2024-12-31,RETIRADO
2007894,1006913,Holley,Electrónico,HOL-451XXX,2024-12-31,,ACTIVO
2007895,1006914,Elster,Electromecánico,ELS-802XXX,2024-11-30,,ACTIVO
2007896,1006915,Holley,Electrónico,HOL-673XXX,2023-11-22,2024-12-20,RETIRADO
2007897,1006916,Actaris,Electrónico,ACT-930XXX,2024-04-02,,ACTIVO
2007898,1006917,Landis+Gyr,AMI,LAN-531XXX,2022-03-03,,ACTIVO
2007899,1006918,Elster,Electrónico,ELS-593XXX,2024-11-07,,ACTIVO
2007900,1006919,Holley,AMI,HOL-453XXX,2024-12-30,,ACTIVO
2007901,1006920,Itron,Electrónico,ITR-217XXX,2023-12-22,,ACTIVO
2007902,1006921,Iskra,AMI,ISK-422XXX,2024-09-27,,ACTIVO
2007903,1006922,Holley,Electrónico,HOL-331XXX,2024-03-09,2024-12-31,RETIRADO
2007904,1006922,Landis+Gyr,AMI,LAN-993XXX,2024-12-31,,ACTIVO
2007905,1006923,Actaris,Electrónico,ACT-895XXX,2024-08-12,,ACTIVO
2007906,1006924,Iskra,Electrónico,ISK-307XXX,2024-04-06,,ACTIVO
2007907,1006925,Holley,Electrónico,HOL-251XXX,2024-11-08,,ACTIVO
2007908,1006926,Elster,Electrónico,ELS-814XXX,2024-12-28,,ACTIVO
2007909,1006927,Holley,Electrónico,HOL-336XXX,2024-05-20,,ACTIVO
2007910,1006928,Itron,Electrónico,ITR-541XXX,2021-09-02,,ACTIVO
2007911,1006929,Iskra,Electrónico,ISK-712XXX,2024-11-16,,ACTIVO
2007912,1006930,Elster,AMI,ELS-156XXX,2024-11-25,,ACTIVO
2007913,1006931,Itron,Electrónico,ITR-611XXX,2020-08-20,,ACTIVO
2007914,1006932,Itron,Electromecánico,ITR-438XXX,2022-01-25,,ACTIVO
2007915,1006933,Landis+Gyr,Electrónico,LAN-894XXX,2021-09-05,,ACTIVO
2007916,1006934,Itron,Electrónico,ITR-944XXX,2024-06-19,,ACTIVO
2007917,1006935,Actaris,AMI,ACT-951XXX,2024-12-21,2024-12-31,RETIRADO
2007918,1006935,Elster,AMI,ELS-851XXX,2024-12-31,,ACTIVO
2007919,1006936,Actaris,Electrónico,ACT-727XXX,2024-12-28,,ACTIVO
2007920,1006937,Landis+Gyr,Electrónico,LAN-833XXX,2024-12-11,,ACTIVO
2007921,1006938,Holley,AMI,HOL-869XXX,2024-12-27,,ACTIVO
2007922,1006939,Holley,Electrónico,HOL-911XXX,2024-11-11,,ACTIVO
2007923,1006940,Elster,Electrónico,ELS-580XXX,2024-11-22,,ACTIVO
2007924,1006941,Holley,Electrónico,HOL-671XXX,2023-11-25,2024-12-15,RETIRADO
2007925,1006941,Elster,AMI,ELS-529XXX,2024-12-19,2024-12-31,RETIRADO
2007926,1006941,Actaris,AMI,ACT-268XXX,2024-12-31,,ACTIVO
2007927,1006942,Iskra,AMI,ISK-951XXX,2024-10-31,,ACTIVO
2007928,1006943,Elster,Electrónico,ELS-955XXX,2023-02-27,,ACTIVO
2007929,1006944,Elster,AMI,ELS-810XXX,2024-08-01,,ACTIVO
2007930,1006945,Actaris,AMI,ACT-536XXX,2023-09-19,,ACTIVO
2007931,1006946,Holley,Electrónico,HOL-159XXX,2023-09-08,,ACTIVO
2007932,1006947,Actaris,Electrónico,ACT-960XXX,2021-06-26,,ACTIVO
2007933,1006948,Holley,AMI,HOL-743XXX,2024-04-24,,ACTIVO
2007934,1006949,Elster,Electrónico,ELS-548XXX,2023-06-05,,ACTIVO
2007935,1006950,Iskra,Electrónico,ISK-441XXX,2024-11-11,,ACTIVO
2007936,1006951,Holley,AMI,HOL-450XXX,2024-01-10,,ACTIVO
2007937,1006952,Holley,Electrónico,HOL-315XXX,2023-11-26,2024-12-19,RETIRADO
2007938,1006952,Holley,Electrónico,HOL-176XXX,2024-12-25,,ACTIVO
2007939,1006953,Holley,Electromecánico,HOL-442XXX,2024-04-14,,ACTIVO
2007940,1006954,Itron,AMI,ITR-112XXX,2024-12-31,2024-12-31,RETIRADO
2007941,1006954,Landis+Gyr,Electromecánico,LAN-563XXX,2024-12-31,2024-12-31,RETIRADO
2007942,1006954,Elster,Electrónico,ELS-856XXX,2024-12-31,,ACTIVO
2007943,1006955,Landis+Gyr,Electrónico,LAN-293XXX,2023-11-24,,ACTIVO
2007944,1006956,Itron,Electrónico,ITR-541XXX,2024-05-22,,ACTIVO
2007945,1006957,Actaris,Electrónico,ACT-301XXX,2024-05-08,,ACTIVO
2007946,1006958,Itron,Electrónico,ITR-443XXX,2024-08-28,,ACTIVO
2007947,1006959,Holley,Electrónico,HOL-667XXX,2024-10-01,,ACTIVO
2007948,1006960,Itron,Electrónico,ITR-282XXX,2024-09-19,,ACTIVO
2007949,1006961,Actaris,Electrónico,ACT-105XXX,2024-09-25,2024-12-31,RETIRADO
2007950,1006961,Holley,AMI,HOL-267XXX,2024-12-31,,ACTIVO
2007951,1006962,Itron,AMI,ITR-956XXX,2024-11-20,,ACTIVO
2007952,1006963,Holley,Electrónico,HOL-810XXX,2024-11-01,,ACTIVO
2007953,1006964,Landis+Gyr,Electrónico,LAN-524XXX,2024-11-22,,ACTIVO
2007954,1006965,Landis+Gyr,Electrónico,LAN-133XXX,2024-11-14,,ACTIVO
2007955,1006966,Landis+Gyr,Electrónico,LAN-598XXX,2023-02-14,,ACTIVO
2007956,1006967,Actaris,Electrónico,ACT-588XXX,2024-10-07,,ACTIVO
2007957,1006968,Iskra,Electrónico,ISK-206XXX,2024-06-21,2024-12-22,RETIRADO
2007958,1006969,Iskra,AMI,ISK-939XXX,2024-12-31,,ACTIVO
2007959,1006970,Actaris,Electrónico,ACT-304XXX,2023-09-04,,ACTIVO
2007960,1006971,Landis+Gyr,Electrónico,LAN-620XXX,2024-10-25,,ACTIVO
2007961,1006972,Holley,AMI,HOL-436XXX,2024-07-13,,ACTIVO
2007962,1006973,Landis+Gyr,Electrónico,LAN-412XXX,2023-04-07,,ACTIVO
2007963,1006974,Iskra,Electromecánico,ISK-923XXX,2024-12-16,,ACTIVO
2007964,1006975,Actaris,Electrónico,ACT-175XXX,2023-04-02,,ACTIVO
2007965,1006976,Iskra,AMI,ISK-413XXX,2024-02-27,2024-12-31,RETIRADO
2007966,1006976,Elster,Electrónico,ELS-113XXX,2024-12-31,,ACTIVO
2007967,1006977,Holley,AMI,HOL-551XXX,2023-08-28,2024-12-31,RETIRADO
2007968,1006977,Itron,AMI,ITR-552XXX,2024-12-31,,ACTIVO
2007969,1006978,Elster,Electrónico,ELS-511XXX,2024-12-01,,ACTIVO
2007970,1006979,Holley,Electrónico,HOL-628XXX,2022-10-17,,ACTIVO
2007971,1006980,Holley,Electrónico,HOL-212XXX,2024-09-25,,ACTIVO
2007972,1006981,Landis+Gyr,Electrónico,LAN-642XXX,2024-10-02,,ACTIVO
2007973,1006982,Holley,Electrónico,HOL-703XXX,2024-09-10,2024-12-31,RETIRADO
2007974,1006982,Holley,Electrónico,HOL-444XXX,2024-12-31,,ACTIVO
2007975,1006983,Holley,AMI,HOL-299XXX,2024-03-27,,ACTIVO
2007976,1006984,Actaris,Electrónico,ACT-562XXX,2024-11-07,,ACTIVO
2007977,1006985,Landis+Gyr,AMI,LAN-267XXX,2023-01-11,,ACTIVO
2007978,1006986,Actaris,Electrónico,ACT-631XXX,2024-06-10,2024-12-31,RETIRADO
2007979,1006986,Holley,Electrónico,HOL-904XXX,2024-12-31,,ACTIVO
2007980,1006987,Landis+Gyr,Electrónico,LAN-938XXX,2024-02-09,,ACTIVO
2007981,1006988,Landis+Gyr,AMI,LAN-661XXX,2023-10-14,,ACTIVO
2007982,1006989,Landis+Gyr,AMI,LAN-168XXX,2024-12-23,,ACTIVO
2007983,1006990,Itron,AMI,ITR-774XXX,2023-06-09,2024-10-10,RETIRADO
2007984,1006990,Actaris,Electrónico,ACT-436XXX,2024-12-08,,ACTIVO
2007985,1006991,Iskra,AMI,ISK-578XXX,2023-05-10,,ACTIVO
2007986,1006992,Actaris,Electromecánico,ACT-873XXX,2024-12-29,,ACTIVO
2007987,1006993,Actaris,AMI,ACT-900XXX,2024-07-31,2024-12-31,RETIRADO
2007988,1006993,Holley,Electrónico,HOL-748XXX,2024-12-31,,ACTIVO
2007989,1006994,Holley,Electrónico,HOL-546XXX,2024-12-05,2024-12-31,RETIRADO
2007990,1006994,Iskra,Electromecánico,ISK-442XXX,2024-12-31,,ACTIVO
2007991,1006995,Actaris,Electrónico,ACT-333XXX,2023-11-28,,ACTIVO
2007992,1006996,Holley,AMI,HOL-463XXX,2024-10-24,2024-12-31,RETIRADO
2007993,1006996,Holley,AMI,HOL-956XXX,2024-12-31,,ACTIVO
2007994,1006997,Holley,AMI,HOL-497XXX,2023-10-23,2024-05-07,RETIRADO
2007995,1006998,Iskra,Electrónico,ISK-541XXX,2024-08-01,,ACTIVO
2007996,1006999,Holley,Electrónico,HOL-865XXX,2024-12-25,,ACTIVO
2007997,1007000,Actaris,AMI,ACT-676XXX,2024-04-17,2024-12-31,RETIRADO
2007998,1007000,Itron,Electrónico,ITR-846XXX,2024-12-31,,ACTIVO
2007999,1007001,Holley,AMI,HOL-151XXX,2024-01-28,,ACTIVO
2008000,1007002,Holley,Electrónico,HOL-839XXX,2024-06-08,,ACTIVO
2008001,1007003,Iskra,Electrónico,ISK-457XXX,2024-10-11,,ACTIVO
2008002,1007004,Iskra,Electrónico,ISK-243XXX,2024-12-05,2024-12-31,RETIRADO
2008003,1007004,Landis+Gyr,Electrónico,LAN-422XXX,2024-12-31,,ACTIVO
2008004,1007005,Elster,AMI,ELS-746XXX,2024-09-19,2024-12-31,RETIRADO
2008005,1007005,Elster,AMI,ELS-418XXX,2024-12-31,,ACTIVO
2008006,1007006,Iskra,Electrónico,ISK-770XXX,2024-07-09,,ACTIVO
2008007,1007007,Holley,Electrónico,HOL-991XXX,2024-12-22,,ACTIVO
2008008,1007008,Elster,Electrónico,ELS-875XXX,2024-12-23,,ACTIVO
2008009,1007009,Holley,Electrónico,HOL-559XXX,2024-11-04,,ACTIVO
2008010,1007010,Iskra,AMI,ISK-386XXX,2024-05-08,,ACTIVO
2008011,1007011,Holley,AMI,HOL-518XXX,2022-09-23,2023-05-26,RETIRADO
2008012,1007012,Actaris,Electrónico,ACT-774XXX,2024-11-01,,ACTIVO
2008013,1007013,Actaris,AMI,ACT-757XXX,2024-06-08,,ACTIVO
2008014,1007014,Actaris,AMI,ACT-200XXX,2024-07-04,2024-12-31,RETIRADO
2008015,1007014,Holley,Electrónico,HOL-232XXX,2024-12-31,,ACTIVO
2008016,1007015,Holley,Electrónico,HOL-611XXX,2023-02-03,,ACTIVO
2008017,1007016,Landis+Gyr,Electrónico,LAN-739XXX,2024-10-30,,ACTIVO
2008018,1007017,Actaris,Electrónico,ACT-396XXX,2022-10-22,,ACTIVO
2008019,1007018,Elster,Electrónico,ELS-775XXX,2024-03-16,,ACTIVO
2008020,1007019,Landis+Gyr,Electrónico,LAN-488XXX,2023-02-24,,ACTIVO
2008021,1007020,Elster,AMI,ELS-910XXX,2022-11-05,,ACTIVO
2008022,1007021,Iskra,Electrónico,ISK-976XXX,2023-09-14,2024-10-30,RETIRADO
2008023,1007021,Actaris,Electrónico,ACT-254XXX,2024-11-06,,ACTIVO
2008024,1007022,Holley,AMI,HOL-324XXX,2023-09-01,,ACTIVO
2008025,1007023,Landis+Gyr,AMI,LAN-712XXX,2023-04-27,,ACTIVO
2008026,1007024,Iskra,Electrónico,ISK-468XXX,2024-02-07,,ACTIVO
2008027,1007025,Iskra,Electrónico,ISK-833XXX,2024-05-03,,ACTIVO
2008028,1007026,Elster,AMI,ELS-325XXX,2024-05-05,,ACTIVO
2008029,1007027,Itron,AMI,ITR-393XXX,2024-11-24,,ACTIVO
2008030,1007028,Iskra,Electrónico,ISK-783XXX,2023-04-22,,ACTIVO
2008031,1007029,Holley,Electrónico,HOL-993XXX,2024-12-30,,ACTIVO
2008032,1007030,Landis+Gyr,Electrónico,LAN-449XXX,2023-09-12,,ACTIVO
2008033,1007031,Elster,Electrónico,ELS-731XXX,2024-12-10,,ACTIVO
2008034,1007032,Landis+Gyr,AMI,LAN-406XXX,2024-09-22,,ACTIVO
2008035,1007033,Elster,AMI,ELS-857XXX,2024-12-20,,ACTIVO
2008036,1007034,Iskra,Electrónico,ISK-715XXX,2021-10-18,,ACTIVO
2008037,1007035,Landis+Gyr,AMI,LAN-535XXX,2022-04-05,,ACTIVO
2008038,1007036,Holley,AMI,HOL-743XXX,2021-01-12,,ACTIVO
2008039,1007037,Itron,Electrónico,ITR-381XXX,2024-12-23,,ACTIVO
2008040,1007038,Elster,AMI,ELS-188XXX,2024-12-29,,ACTIVO
2008041,1007039,Actaris,AMI,ACT-951XXX,2024-10-06,,ACTIVO
2008042,1007040,Actaris,AMI,ACT-261XXX,2024-11-18,,ACTIVO
2008043,1007041,Holley,AMI,HOL-519XXX,2024-11-26,2024-12-31,RETIRADO
2008044,1007041,Holley,Electrónico,HOL-663XXX,2024-12-31,,ACTIVO
2008045,1007042,Itron,AMI,ITR-108XXX,2024-11-26,2024-12-31,RETIRADO
2008046,1007042,Holley,Electrónico,HOL-639XXX,2024-12-31,,ACTIVO
2008047,1007043,Elster,Electrónico,ELS-262XXX,2024-09-26,,ACTIVO
2008048,1007044,Elster,Electrónico,ELS-459XXX,2024-10-02,,ACTIVO
2008049,1007045,Itron,Electrónico,ITR-125XXX,2021-01-24,,ACTIVO
2008050,1007046,Elster,Electrónico,ELS-419XXX,2023-11-25,,ACTIVO
2008051,1007047,Iskra,Electrónico,ISK-890XXX,2024-09-02,,ACTIVO
2008052,1007048,Landis+Gyr,Electrónico,LAN-405XXX,2024-12-09,,ACTIVO
2008053,1007049,Actaris,AMI,ACT-610XXX,2024-06-28,,ACTIVO
2008054,1007050,Iskra,Electrónico,ISK-615XXX,2024-10-17,,ACTIVO
2008055,1007051,Landis+Gyr,Electrónico,LAN-444XXX,2024-11-26,,ACTIVO
2008056,1007052,Iskra,AMI,ISK-243XXX,2024-05-07,,ACTIVO
2008057,1007053,Landis+Gyr,Electrónico,LAN-586XXX,2020-12-05,,ACTIVO
2008058,1007054,Holley,AMI,HOL-336XXX,2024-09-09,,ACTIVO
2008059,1007055,Actaris,AMI,ACT-814XXX,2024-12-25,,ACTIVO
2008060,1007056,Holley,AMI,HOL-123XXX,2024-11-29,,ACTIVO
2008061,1007057,Holley,Electrónico,HOL-943XXX,2024-12-05,,ACTIVO
2008062,1007058,Holley,Electrónico,HOL-212XXX,2024-12-12,,ACTIVO
2008063,1007059,Landis+Gyr,Electrónico,LAN-368XXX,2020-10-02,,ACTIVO
2008064,1007060,Actaris,AMI,ACT-568XXX,2024-05-05,,ACTIVO
2008065,1007061,Iskra,Electromecánico,ISK-905XXX,2024-12-20,2024-12-31,RETIRADO
2008066,1007061,Holley,Electrónico,HOL-277XXX,2024-12-31,,ACTIVO
2008067,1007062,Actaris,Electrónico,ACT-593XXX,2024-05-30,,ACTIVO
2008068,1007063,Actaris,Electrónico,ACT-107XXX,2024-12-14,,ACTIVO
2008069,1007064,Itron,AMI,ITR-483XXX,2024-11-09,,ACTIVO
2008070,1007065,Iskra,Electrónico,ISK-261XXX,2022-09-02,2024-07-13,RETIRADO
2008071,1007066,Holley,AMI,HOL-150XXX,2023-10-25,2024-12-31,RETIRADO
2008072,1007066,Actaris,AMI,ACT-598XXX,2024-12-31,,ACTIVO
2008073,1007067,Holley,Electrónico,HOL-570XXX,2024-07-03,,ACTIVO
2008074,1007068,Actaris,Electrónico,ACT-288XXX,2024-07-27,,ACTIVO
2008075,1007069,Itron,AMI,ITR-147XXX,2024-12-21,,ACTIVO
2008076,1007070,Landis+Gyr,AMI,LAN-228XXX,2024-10-23,,ACTIVO
2008077,1007071,Elster,Electrónico,ELS-757XXX,2024-12-17,,ACTIVO
2008078,1007072,Actaris,AMI,ACT-243XXX,2024-12-30,,ACTIVO
2008079,1007073,Itron,Electromecánico,ITR-564XXX,2023-11-05,,ACTIVO
2008080,1007074,Holley,AMI,HOL-411XXX,2022-09-17,,ACTIVO
2008081,1007075,Iskra,Electromecánico,ISK-445XXX,2024-12-30,,ACTIVO
2008082,1007076,Actaris,AMI,ACT-357XXX,2024-02-16,,ACTIVO
2008083,1007077,Holley,Electrónico,HOL-375XXX,2023-03-29,,ACTIVO
2008084,1007078,Iskra,Electrónico,ISK-301XXX,2023-12-02,,ACTIVO
2008085,1007079,Landis+Gyr,AMI,LAN-196XXX,2024-09-10,,ACTIVO
2008086,1007080,Itron,Electrónico,ITR-261XXX,2022-07-03,,ACTIVO
2008087,1007081,Actaris,Electrónico,ACT-350XXX,2021-01-30,,ACTIVO
2008088,1007082,Elster,Electrónico,ELS-936XXX,2024-03-19,2024-10-26,RETIRADO
2008089,1007083,Iskra,AMI,ISK-337XXX,2024-07-14,,ACTIVO
2008090,1007084,Elster,AMI,ELS-864XXX,2024-09-20,,ACTIVO
2008091,1007085,Itron,AMI,ITR-845XXX,2024-08-20,,ACTIVO
2008092,1007086,Iskra,AMI,ISK-754XXX,2021-08-16,,ACTIVO
2008093,1007087,Holley,AMI,HOL-468XXX,2024-12-04,,ACTIVO
2008094,1007088,Landis+Gyr,Electrónico,LAN-545XXX,2023-09-27,,ACTIVO
2008095,1007089,Itron,AMI,ITR-590XXX,2024-03-19,,ACTIVO
2008096,1007090,Holley,AMI,HOL-907XXX,2024-11-20,,ACTIVO
2008097,1007091,Iskra,Electrónico,ISK-211XXX,2024-02-07,2024-10-22,RETIRADO
2008098,1007092,Iskra,AMI,ISK-259XXX,2024-08-20,,ACTIVO
2008099,1007093,Actaris,AMI,ACT-858XXX,2022-03-04,,ACTIVO
2008100,1007094,Iskra,AMI,ISK-271XXX,2021-10-30,,ACTIVO
2008101,1007095,Elster,AMI,ELS-658XXX,2023-10-21,2024-12-31,RETIRADO
2008102,1007095,Iskra,AMI,ISK-745XXX,2024-12-31,,ACTIVO
2008103,1007096,Iskra,Electrónico,ISK-950XXX,2021-04-14,,ACTIVO
2008104,1007097,Itron,Electrónico,ITR-399XXX,2023-12-02,,ACTIVO
2008105,1007098,Elster,AMI,ELS-925XXX,2024-06-09,,ACTIVO
2008106,1007099,Itron,AMI,ITR-543XXX,2021-02-01,,ACTIVO
2008107,1007100,Actaris,AMI,ACT-954XXX,2024-04-13,,ACTIVO
2008108,1007101,Iskra,AMI,ISK-712XXX,2024-12-29,,ACTIVO
