"FECHA","LINEA","EFICIENCIA"
"26/03/2024","65","99.84"
"26/03/2024","70","117.65"
"26/03/2024","71","66.79"
"27/03/2024","2","91.95"
"27/03/2024","3","91.4"
"27/03/2024","4","102.54"
"27/03/2024","6","108.04"
"27/03/2024","7","123.43"
"27/03/2024","8","105.86"
"27/03/2024","10","101.07"
"27/03/2024","11","86.35"
"27/03/2024","12","83.16"
"27/03/2024","13","128.23"
"27/03/2024","18","91.47"
"27/03/2024","19","106.48"
"27/03/2024","20","111.23"
"27/03/2024","28","67.74"
"27/03/2024","34","135"
"27/03/2024","35","94.52"
"27/03/2024","36","97.71"
"27/03/2024","37","83.75"
"27/03/2024","39","120.21"
"27/03/2024","40","103.52"
"27/03/2024","41","94.12"
"27/03/2024","48","112.09"
"27/03/2024","60","118.91"
"27/03/2024","61","115.48"
"27/03/2024","65","88.68"
"27/03/2024","70","119.89"
"27/03/2024","71","103.13"
"28/03/2024","2","113.46"
"28/03/2024","3","114.65"
"28/03/2024","4","93.74"
"28/03/2024","6","124.67"
"28/03/2024","7","128.42"
"28/03/2024","8","108.67"
"28/03/2024","10","112.15"
"28/03/2024","11","86.85"
"28/03/2024","12","91.41"
"28/03/2024","18","92.7"
"28/03/2024","19","119"
"28/03/2024","20","96.84"
"28/03/2024","28","100.93"
"28/03/2024","35","110.25"
"28/03/2024","36","132.88"
"28/03/2024","37","85.61"
"28/03/2024","39","130.14"
"28/03/2024","40","108.03"
"28/03/2024","41","104.07"
"28/03/2024","48","128.25"
"28/03/2024","60","120.31"
"28/03/2024","61","105.69"
"28/03/2024","65","89.06"
"28/03/2024","70","134.53"
"28/03/2024","71","82.63"
"30/03/2024","19","106.17"
"01/04/2024","2","101.87"
"01/04/2024","3","109.47"
"01/04/2024","4","102.08"
"01/04/2024","6","107.92"
"01/04/2024","7","121.34"
"01/04/2024","8","95.69"
"01/04/2024","10","118.96"
"01/04/2024","11","89.82"
"01/04/2024","12","105.7"
"01/04/2024","13","127.57"
"01/04/2024","18","84.83"
"01/04/2024","19","118.82"
"01/04/2024","20","92.88"
"01/04/2024","28","89.87"
"01/04/2024","34","131.23"
"01/04/2024","35","89.08"
"01/04/2024","36","72.11"
"01/04/2024","37","92.15"
"01/04/2024","39","116.72"
"01/04/2024","40","121.49"
"01/04/2024","41","96.63"
"01/04/2024","48","106.08"
"01/04/2024","60","102.39"
"01/04/2024","61","112.73"
"01/04/2024","65","101.34"
"01/04/2024","70","131.64"
"01/04/2024","71","76.33"
"02/04/2024","2","109.07"
"02/04/2024","3","95.49"
"02/04/2024","4","96.49"
"02/04/2024","6","79.88"
"02/04/2024","7","121.43"
"02/04/2024","8","98.34"
"02/04/2024","10","103.79"
"02/04/2024","11","82.24"
"02/04/2024","12","94.07"
"02/04/2024","13","130.06"
"02/04/2024","18","79.82"
"02/04/2024","19","97.38"
"02/04/2024","20","64.83"
"02/04/2024","28","89.94"
"02/04/2024","34","131.7"
"02/04/2024","35","98.49"
"02/04/2024","36","87.19"
"02/04/2024","37","90.23"
"02/04/2024","39","105.37"
"02/04/2024","40","89.9"
"02/04/2024","41","91.79"
"02/04/2024","48","108.29"
"02/04/2024","60","97.97"
"02/04/2024","61","110.76"
"02/04/2024","65","96.13"
"02/04/2024","70","120.95"
"02/04/2024","71","80.94"
"03/04/2024","2","106.76"
"03/04/2024","3","95.76"
"03/04/2024","4","106.6"
"03/04/2024","6","107.54"
"03/04/2024","7","126.43"
"03/04/2024","8","101.93"
"03/04/2024","10","98.09"
"03/04/2024","11","91.79"
"03/04/2024","12","91.54"
"03/04/2024","13","128.3"
"03/04/2024","18","89.4"
"03/04/2024","19","102.97"
"03/04/2024","20","86.7"
"03/04/2024","28","81.89"
"03/04/2024","34","128.01"
"03/04/2024","35","97.09"
"03/04/2024","36","84.18"
"03/04/2024","37","86.25"
"03/04/2024","39","119.89"
"03/04/2024","40","71.51"
"03/04/2024","41","109.11"
"03/04/2024","48","115.19"
"03/04/2024","60","94.97"
"03/04/2024","61","121.22"
"03/04/2024","65","88.55"
"03/04/2024","70","130.1"
"03/04/2024","71","84.07"
"04/04/2024","2","89.71"
"04/04/2024","3","84.28"
"04/04/2024","4","114.97"
"04/04/2024","6","127.02"
"04/04/2024","8","110.53"
"04/04/2024","10","94.19"
"04/04/2024","11","103"
"04/04/2024","12","107.76"
"04/04/2024","18","104.23"
"04/04/2024","19","121.81"
"04/04/2024","20","88.64"
"04/04/2024","28","87.32"
"04/04/2024","35","116.57"
"04/04/2024","36","105.69"
"04/04/2024","37","92.74"
"04/04/2024","40","84.79"
"04/04/2024","48","127.55"
"04/04/2024","60","127.95"
"04/04/2024","61","132.3"
"04/04/2024","65","103.45"
"04/04/2024","70","133.39"
"04/04/2024","71","86.26"
"05/04/2024","2","110.44"
"05/04/2024","3","111.98"
"05/04/2024","4","100.2"
"05/04/2024","6","123.67"
"05/04/2024","7","121.4"
"05/04/2024","8","112.28"
"05/04/2024","10","105.62"
"05/04/2024","11","86.77"
"05/04/2024","12","95.79"
"05/04/2024","13","125.79"
"05/04/2024","18","99.6"
"05/04/2024","19","105.75"
"05/04/2024","20","83.43"
"05/04/2024","28","94.6"
"05/04/2024","34","129.01"
"05/04/2024","35","102.22"
"05/04/2024","36","82.13"
"05/04/2024","37","87.04"
"05/04/2024","39","119.03"
"05/04/2024","40","60.78"
"05/04/2024","41","99.9"
"05/04/2024","48","115.48"
"05/04/2024","60","91.71"
"05/04/2024","61","103.19"
"05/04/2024","65","86.67"
"05/04/2024","70","131.31"
"05/04/2024","71","75.2"
"06/04/2024","2","93.46"
"06/04/2024","3","105.33"
"06/04/2024","4","88.28"
"06/04/2024","6","127.48"
"06/04/2024","7","115.44"
"06/04/2024","8","102.48"
"06/04/2024","10","96.81"
"06/04/2024","11","81.77"
"06/04/2024","12","78.79"
"06/04/2024","13","133.45"
"06/04/2024","18","94.59"
"06/04/2024","19","110.34"
"06/04/2024","20","81.79"
"06/04/2024","28","101.14"
"06/04/2024","34","131.3"
"06/04/2024","35","110.59"
"06/04/2024","36","75.19"
"06/04/2024","37","79.74"
"06/04/2024","39","100.9"
"06/04/2024","41","100"
"06/04/2024","48","111.06"
"06/04/2024","60","92.86"
"06/04/2024","61","93.91"
"06/04/2024","65","76.11"
"06/04/2024","70","127.99"
"06/04/2024","71","78.45"
"08/04/2024","2","112.39"
"08/04/2024","3","98.21"
"08/04/2024","4","107.14"
"08/04/2024","6","118.36"
"08/04/2024","7","109.73"
"08/04/2024","8","105.2"
"08/04/2024","10","105.52"
"08/04/2024","11","94.1"
"08/04/2024","12","90.56"
"08/04/2024","13","133.68"
"08/04/2024","18","99.27"
"08/04/2024","19","96.88"
"08/04/2024","20","85.74"
"08/04/2024","28","88.43"
"08/04/2024","35","99.15"
"08/04/2024","36","87.62"
"08/04/2024","37","79.26"
"08/04/2024","39","112.06"
"08/04/2024","40","64.36"
"08/04/2024","41","95.62"
"08/04/2024","48","121.5"
"08/04/2024","60","97.53"
"08/04/2024","61","86.15"
"08/04/2024","65","75.84"
"08/04/2024","70","114.82"
"08/04/2024","71","84.19"
"09/04/2024","2","105.44"
"09/04/2024","3","101.68"
"09/04/2024","4","96.38"
"09/04/2024","6","116.27"
"09/04/2024","7","105.45"
"09/04/2024","8","101.61"
"09/04/2024","10","98.85"
"09/04/2024","11","91.45"
"09/04/2024","12","75.43"
"09/04/2024","13","126.15"
"09/04/2024","18","105.62"
"09/04/2024","19","102.82"
"09/04/2024","20","87.6"
"09/04/2024","28","101.54"
"09/04/2024","34","134.5"
"09/04/2024","35","91.84"
"09/04/2024","36","88.65"
"09/04/2024","37","81.68"
"09/04/2024","39","104.55"
"09/04/2024","40","64.31"
"09/04/2024","41","86.09"
"09/04/2024","48","118.32"
"09/04/2024","60","90.46"
"09/04/2024","61","96.68"
"09/04/2024","65","66"
"09/04/2024","70","119.42"
"09/04/2024","71","77.2"
"10/04/2024","2","108.73"
"10/04/2024","3","109.24"
"10/04/2024","4","93.76"
"10/04/2024","6","120.49"
"10/04/2024","7","107.56"
"10/04/2024","8","95.94"
"10/04/2024","10","102.02"
"10/04/2024","11","96.91"
"10/04/2024","12","86.73"
"10/04/2024","13","130.17"
"10/04/2024","18","97.84"
"10/04/2024","19","107.09"
"10/04/2024","20","92.26"
"10/04/2024","28","98.76"
"10/04/2024","35","89.56"
"10/04/2024","36","89.21"
"10/04/2024","37","90.58"
"10/04/2024","39","108.57"
"10/04/2024","40","62.56"
"10/04/2024","41","106.88"
"10/04/2024","48","114.31"
"10/04/2024","60","94.56"
"10/04/2024","61","77.63"
"10/04/2024","65","70.24"
"10/04/2024","70","114"
"10/04/2024","71","84.57"
"11/04/2024","2","97.88"
"11/04/2024","3","104.03"
"11/04/2024","4","95.21"
"11/04/2024","6","120.92"
"11/04/2024","7","117.56"
"11/04/2024","8","88.89"
"11/04/2024","10","103.87"
"11/04/2024","11","97.33"
"11/04/2024","12","84.52"
"11/04/2024","13","126.53"
"11/04/2024","18","83.58"
"11/04/2024","19","102.9"
"11/04/2024","20","95.05"
"11/04/2024","28","109.68"
"11/04/2024","34","129.56"
"11/04/2024","35","85.75"
"11/04/2024","36","83.11"
"11/04/2024","37","85.19"
"11/04/2024","39","100.07"
"11/04/2024","40","63.84"
"11/04/2024","41","99.06"
"11/04/2024","48","114.61"
"11/04/2024","60","97.05"
"11/04/2024","61","73.19"
"11/04/2024","65","76.39"
"11/04/2024","70","127.75"
"11/04/2024","71","82.33"
"12/04/2024","2","91.17"
"12/04/2024","3","90.07"
"12/04/2024","4","93.71"
"12/04/2024","6","116.42"
"12/04/2024","7","100.61"
"12/04/2024","8","85.14"
"12/04/2024","10","102.69"
"12/04/2024","11","103.63"
"12/04/2024","12","89.05"
"12/04/2024","13","126.89"
"12/04/2024","18","77.52"
"12/04/2024","19","99.27"
"12/04/2024","20","88.73"
"12/04/2024","28","96.42"
"12/04/2024","34","137.74"
"12/04/2024","35","99.25"
"12/04/2024","36","96.06"
"12/04/2024","37","90.19"
"12/04/2024","39","110.74"
"12/04/2024","40","65.69"
"12/04/2024","41","105.56"
"12/04/2024","48","108.24"
"12/04/2024","60","101.92"
"12/04/2024","61","78.83"
"12/04/2024","65","76.59"
"12/04/2024","70","128.58"
"12/04/2024","71","83.28"
"13/04/2024","2","92.06"
"13/04/2024","3","84.16"
"13/04/2024","4","91.45"
"13/04/2024","6","105.93"
"13/04/2024","7","109.84"
"13/04/2024","8","97.72"
"13/04/2024","10","89.47"
"13/04/2024","11","109.5"
"13/04/2024","12","112.34"
"13/04/2024","13","122.38"
"13/04/2024","18","86.62"
"13/04/2024","19","94.79"
"13/04/2024","20","104.1"
"13/04/2024","28","106.03"
"13/04/2024","35","85.42"
"13/04/2024","36","82.74"
"13/04/2024","37","101.82"
"13/04/2024","39","111.64"
"13/04/2024","40","66.39"
"13/04/2024","41","89.23"
"13/04/2024","48","112.68"
"13/04/2024","60","97.62"
"13/04/2024","61","75.73"
"13/04/2024","65","80.36"
"13/04/2024","70","121.73"
"13/04/2024","71","82.98"
"15/04/2024","2","90.72"
"15/04/2024","3","76.7"
"15/04/2024","4","97.51"
"15/04/2024","6","106.18"
"15/04/2024","7","95.03"
"15/04/2024","8","96.73"
"15/04/2024","10","99.55"
"15/04/2024","11","96.56"
"15/04/2024","12","109.46"
"15/04/2024","13","121.04"
"15/04/2024","18","93.35"
"15/04/2024","19","118.5"
"15/04/2024","20","96.73"
"15/04/2024","28","113"
"15/04/2024","34","124.6"
"15/04/2024","35","91.89"
"15/04/2024","36","92.94"
"15/04/2024","37","102.71"
"15/04/2024","39","112.07"
"15/04/2024","40","69.69"
"15/04/2024","41","94.78"
"15/04/2024","48","116.55"
"15/04/2024","60","100.18"
"15/04/2024","61","76.3"
"15/04/2024","65","85.39"
"15/04/2024","70","120.8"
"15/04/2024","71","82.5"
"16/04/2024","2","96.77"
"16/04/2024","3","74.32"
"16/04/2024","4","89.08"
"16/04/2024","6","103.5"
"16/04/2024","7","76.14"
"16/04/2024","8","93.38"
"16/04/2024","10","103.61"
"16/04/2024","11","99.65"
"16/04/2024","12","110.66"
"16/04/2024","13","127.56"
"16/04/2024","18","82.73"
"16/04/2024","19","99.89"
"16/04/2024","20","96.12"
"16/04/2024","21","119.56"
"16/04/2024","28","103.74"
"16/04/2024","34","125.9"
"16/04/2024","35","93.94"
"16/04/2024","36","91.94"
"16/04/2024","37","91.98"
"16/04/2024","39","117.57"
"16/04/2024","40","67.77"
"16/04/2024","41","93.84"
"16/04/2024","48","109.56"
"16/04/2024","60","102.92"
"16/04/2024","61","78.63"
"16/04/2024","65","91.48"
"16/04/2024","70","117.55"
"16/04/2024","71","81.28"
"17/04/2024","2","102.22"
"17/04/2024","3","82.79"
"17/04/2024","4","75.48"
"17/04/2024","6","101.99"
"17/04/2024","7","79.66"
"17/04/2024","8","94.95"
"17/04/2024","10","100.82"
"17/04/2024","11","90.83"
"17/04/2024","12","100.39"
"17/04/2024","13","120.29"
"17/04/2024","18","85.57"
"17/04/2024","19","103.39"
"17/04/2024","20","93.35"
"17/04/2024","28","106.46"
"17/04/2024","34","120.61"
"17/04/2024","35","106.83"
"17/04/2024","36","92.14"
"17/04/2024","37","94.91"
"17/04/2024","39","115.33"
"17/04/2024","41","77.14"
"17/04/2024","48","110.79"
"17/04/2024","60","104.6"
"17/04/2024","61","67.34"
"17/04/2024","65","85.87"
"17/04/2024","70","121.13"
"17/04/2024","71","87.2"
"18/04/2024","2","82.89"
"18/04/2024","3","81.45"
"18/04/2024","4","94.06"
"18/04/2024","6","106.84"
"18/04/2024","7","84.95"
"18/04/2024","8","100.97"
"18/04/2024","10","100.08"
"18/04/2024","11","95.93"
"18/04/2024","12","95.19"
"18/04/2024","13","114.77"
"18/04/2024","18","84.15"
"18/04/2024","19","97.22"
"18/04/2024","20","87.39"
"18/04/2024","28","107.63"
"18/04/2024","34","126.44"
"18/04/2024","35","102.91"
"18/04/2024","36","99.02"
"18/04/2024","37","108.45"
"18/04/2024","39","102.61"
"18/04/2024","40","70.96"
"18/04/2024","41","91.02"
"18/04/2024","48","107.05"
"18/04/2024","60","122.49"
"18/04/2024","61","69.94"
"18/04/2024","65","85.89"
"18/04/2024","70","111.86"
"18/04/2024","71","88.65"
"19/04/2024","2","99.43"
"19/04/2024","3","91.6"
"19/04/2024","4","73.88"
"19/04/2024","6","99.03"
"19/04/2024","7","88.06"
"19/04/2024","8","93.05"
"19/04/2024","10","95.42"
"19/04/2024","11","103.41"
"19/04/2024","12","101.44"
"19/04/2024","13","122.23"
"19/04/2024","18","87.89"
"19/04/2024","19","99.71"
"19/04/2024","20","84.35"
"19/04/2024","28","97.95"
"19/04/2024","34","129.33"
"19/04/2024","35","112.05"
"19/04/2024","36","96.43"
"19/04/2024","37","94.22"
"19/04/2024","39","90.77"
"19/04/2024","40","78.35"
"19/04/2024","41","89.72"
"19/04/2024","48","109.56"
"19/04/2024","60","115.11"
"19/04/2024","61","65.51"
"19/04/2024","65","97.5"
"19/04/2024","70","110.56"
"19/04/2024","71","77.43"
"20/04/2024","2","93.85"
"20/04/2024","3","90.08"
"20/04/2024","4","82.43"
"20/04/2024","6","98.58"
"20/04/2024","7","85.25"
"20/04/2024","8","99.89"
"20/04/2024","10","103.34"
"20/04/2024","11","89.82"
"20/04/2024","12","99.76"
"20/04/2024","13","122.71"
"20/04/2024","18","86.79"
"20/04/2024","19","101.2"
"20/04/2024","20","86.57"
"20/04/2024","28","90.53"
"20/04/2024","34","137.85"
"20/04/2024","35","106.06"
"20/04/2024","36","89.02"
"20/04/2024","37","93.04"
"20/04/2024","39","82.66"
"20/04/2024","40","65.57"
"20/04/2024","41","69.83"
"20/04/2024","48","117.63"
"20/04/2024","60","124.75"
"20/04/2024","61","66.32"
"20/04/2024","65","94.77"
"20/04/2024","70","101.61"
"20/04/2024","71","79.44"
"22/04/2024","2","109.9"
"22/04/2024","3","101.35"
"22/04/2024","4","96.66"
"22/04/2024","6","117.74"
"22/04/2024","7","111.54"
"22/04/2024","8","105.64"
"22/04/2024","10","112.23"
"22/04/2024","11","123"
"22/04/2024","12","123.36"
"22/04/2024","13","138.49"
"22/04/2024","18","96.39"
"22/04/2024","19","98.88"
"22/04/2024","20","91.06"
"22/04/2024","28","108.58"
"22/04/2024","35","117.45"
"22/04/2024","36","110.23"
"22/04/2024","37","103.37"
"22/04/2024","39","93.67"
"22/04/2024","40","87.49"
"22/04/2024","41","104.31"
"22/04/2024","48","119.02"
"22/04/2024","60","110.66"
"22/04/2024","61","80.61"
"22/04/2024","65","102.78"
"22/04/2024","70","107.86"
"22/04/2024","71","89.46"
"23/04/2024","2","101.73"
"23/04/2024","3","94.1"
"23/04/2024","4","91.91"
"23/04/2024","6","111.72"
"23/04/2024","7","94.37"
"23/04/2024","8","94.37"
"23/04/2024","10","87.29"
"23/04/2024","11","97.62"
"23/04/2024","12","110.34"
"23/04/2024","13","120.31"
"23/04/2024","18","92.8"
"23/04/2024","19","101.55"
"23/04/2024","20","87.23"
"23/04/2024","28","113.5"
"23/04/2024","34","129.42"
"23/04/2024","35","111.51"
"23/04/2024","36","97.3"
"23/04/2024","37","84.39"
"23/04/2024","39","89.75"
"23/04/2024","40","73.59"
"23/04/2024","41","77.69"
"23/04/2024","48","93.48"
"23/04/2024","60","115.43"
"23/04/2024","61","70.88"
"23/04/2024","65","91.43"
"23/04/2024","70","84.69"
"23/04/2024","71","94.17"
"24/04/2024","2","96.76"
"24/04/2024","3","88.37"
"24/04/2024","4","93.36"
"24/04/2024","6","120.65"
"24/04/2024","7","89.7"
"24/04/2024","8","99.31"
"24/04/2024","10","77.22"
"24/04/2024","11","92.94"
"24/04/2024","12","111.99"
"24/04/2024","13","112.87"
"24/04/2024","18","77.6"
"24/04/2024","19","97"
"24/04/2024","20","94.69"
"24/04/2024","28","110.12"
"24/04/2024","34","126.74"
"24/04/2024","35","111.52"
"24/04/2024","36","118.84"
"24/04/2024","37","90.19"
"24/04/2024","39","113.22"
"24/04/2024","40","78.91"
"24/04/2024","41","86.74"
"24/04/2024","48","99.09"
"24/04/2024","60","120.93"
"24/04/2024","61","73.01"
"24/04/2024","65","89.76"
"24/04/2024","70","91.37"
"24/04/2024","71","95.66"
"25/04/2024","2","116.55"
"25/04/2024","3","82.5"
"25/04/2024","4","89.8"
"25/04/2024","6","114.13"
"25/04/2024","7","93.04"
"25/04/2024","8","97.44"
"25/04/2024","10","79.13"
"25/04/2024","11","88.84"
"25/04/2024","12","100.91"
"25/04/2024","13","128.54"
"25/04/2024","18","92.72"
"25/04/2024","19","84.81"
"25/04/2024","20","88.98"
"25/04/2024","28","96.11"
"25/04/2024","34","122.27"
"25/04/2024","35","117.36"
"25/04/2024","36","117.03"
"25/04/2024","37","87.21"
"25/04/2024","39","98.82"
"25/04/2024","40","75.12"
"25/04/2024","41","75.83"
"25/04/2024","48","89.64"
"25/04/2024","60","119.31"
"25/04/2024","61","67.34"
"25/04/2024","65","94.92"
"25/04/2024","70","89.63"
"25/04/2024","71","91.34"
"26/04/2024","2","105.72"
"26/04/2024","3","81.38"
"26/04/2024","4","94.25"
"26/04/2024","6","125.36"
"26/04/2024","7","89.49"
"26/04/2024","8","81.74"
"26/04/2024","10","81.82"
"26/04/2024","11","85.86"
"26/04/2024","12","111.17"
"26/04/2024","13","130.39"
"26/04/2024","18","102.84"
"26/04/2024","19","87.39"
"26/04/2024","20","91.61"
"26/04/2024","28","108.44"
"26/04/2024","34","118.49"
"26/04/2024","35","111.93"
"26/04/2024","36","108.76"
"26/04/2024","37","91.91"
"26/04/2024","39","98.63"
"26/04/2024","40","81.03"
"26/04/2024","41","80.27"
"26/04/2024","48","90.57"
"26/04/2024","60","117.31"
"26/04/2024","61","67.77"
"26/04/2024","65","93.89"
"26/04/2024","70","94.72"
"26/04/2024","71","92.4"
"27/04/2024","2","101.46"
"27/04/2024","3","88.75"
"27/04/2024","4","114.51"
"27/04/2024","7","93.05"
"27/04/2024","8","87.88"
"27/04/2024","10","89.12"
"27/04/2024","11","101.73"
"27/04/2024","12","110.17"
"27/04/2024","18","112.86"
"27/04/2024","19","95.36"
"27/04/2024","20","92.12"
"27/04/2024","28","96.78"
"27/04/2024","34","119.2"
"27/04/2024","35","115.47"
"27/04/2024","36","117.16"
"27/04/2024","37","86.75"
"27/04/2024","39","103.13"
"27/04/2024","40","87.19"
"27/04/2024","41","82.12"
"27/04/2024","48","88.65"
"27/04/2024","60","115.27"
"27/04/2024","61","69.4"
"27/04/2024","65","96.44"
"27/04/2024","70","96.78"
"27/04/2024","71","95.32"
"29/04/2024","2","98.04"
"29/04/2024","3","81.65"
"29/04/2024","4","104.43"
"29/04/2024","6","126.13"
"29/04/2024","7","99.61"
"29/04/2024","8","88.8"
"29/04/2024","10","93.53"
"29/04/2024","11","87.07"
"29/04/2024","12","87.88"
"29/04/2024","13","117.88"
"29/04/2024","18","96.37"
"29/04/2024","19","90.51"
"29/04/2024","20","91.62"
"29/04/2024","28","103.92"
"29/04/2024","34","121.13"
"29/04/2024","35","112.87"
"29/04/2024","36","111.8"
"29/04/2024","37","96.9"
"29/04/2024","39","91.92"
"29/04/2024","40","80.73"
"29/04/2024","41","89"
"29/04/2024","48","97"
"29/04/2024","60","104.48"
"29/04/2024","61","75.07"
"29/04/2024","65","91.89"
"29/04/2024","70","86.21"
"29/04/2024","71","93.07"
"30/04/2024","2","91.35"
"30/04/2024","3","87.98"
"30/04/2024","4","94.94"
"30/04/2024","6","124.69"
"30/04/2024","7","95.12"
"30/04/2024","8","98.57"
"30/04/2024","10","90.71"
"30/04/2024","11","95.27"
"30/04/2024","12","97.55"
"30/04/2024","13","117.06"
"30/04/2024","18","106.3"
"30/04/2024","19","100.3"
"30/04/2024","20","108.3"
"30/04/2024","28","104.96"
"30/04/2024","34","111.09"
"30/04/2024","35","116.09"
"30/04/2024","36","113.5"
"30/04/2024","37","91.28"
"30/04/2024","39","93.5"
"30/04/2024","40","85.97"
"30/04/2024","41","86.17"
"30/04/2024","48","89.49"
"30/04/2024","60","103.04"
"30/04/2024","61","76.64"
"30/04/2024","65","94.44"
"30/04/2024","70","84.14"
"30/04/2024","71","87.25"
"01/05/2024","2","109.9"
"01/05/2024","3","108.6"
"01/05/2024","4","90.1"
"01/05/2024","6","136.9"
"01/05/2024","7","110.35"
"01/05/2024","8","99.51"
"01/05/2024","10","92.81"
"01/05/2024","11","96.76"
"01/05/2024","12","109.53"
"01/05/2024","13","137.46"
"01/05/2024","18","114.96"
"01/05/2024","19","122.18"
"01/05/2024","20","108.85"
"01/05/2024","28","129.31"
"01/05/2024","34","127.7"
"01/05/2024","35","127.31"
"01/05/2024","36","129.54"
"01/05/2024","37","124.91"
"01/05/2024","39","135.03"
"01/05/2024","40","93.27"
"01/05/2024","41","84.21"
"01/05/2024","48","116.05"
"01/05/2024","60","126.51"
"01/05/2024","61","87.69"
"01/05/2024","65","106.63"
"01/05/2024","70","98.94"
"01/05/2024","71","114.38"
"02/05/2024","2","136.5"
"02/05/2024","3","106.13"
"02/05/2024","4","106.75"
"02/05/2024","6","134.03"
"02/05/2024","7","133.42"
"02/05/2024","8","108.7"
"02/05/2024","10","135.69"
"02/05/2024","11","132.37"
"02/05/2024","18","127.38"
"02/05/2024","19","128.85"
"02/05/2024","20","113.17"
"02/05/2024","28","131.24"
"02/05/2024","35","132.76"
"02/05/2024","36","136.85"
"02/05/2024","37","119.72"
"02/05/2024","40","111.13"
"02/05/2024","41","111.66"
"02/05/2024","48","115.23"
"02/05/2024","60","118.43"
"02/05/2024","61","86.92"
"02/05/2024","65","123.41"
"02/05/2024","70","115.97"
"02/05/2024","71","117.03"
"03/05/2024","2","116.93"
"03/05/2024","3","85.92"
"03/05/2024","4","92.7"
"03/05/2024","6","107.92"
"03/05/2024","7","118.96"
"03/05/2024","8","84.32"
"03/05/2024","10","87"
"03/05/2024","11","93.58"
"03/05/2024","12","89.65"
"03/05/2024","13","122.51"
"03/05/2024","18","129.65"
"03/05/2024","20","97.96"
"03/05/2024","28","116.1"
"03/05/2024","34","123.13"
"03/05/2024","35","127.07"
"03/05/2024","36","122.6"
"03/05/2024","37","107.71"
"03/05/2024","39","117.67"
"03/05/2024","40","88.41"
"03/05/2024","41","90.3"
"03/05/2024","48","86.5"
"03/05/2024","60","125.13"
"03/05/2024","61","77.38"
"03/05/2024","65","98.81"
"03/05/2024","70","101.6"
"03/05/2024","71","94.19"
"04/05/2024","2","102.73"
"04/05/2024","3","91.47"
"04/05/2024","4","86"
"04/05/2024","6","111.48"
"04/05/2024","7","129.19"
"04/05/2024","8","96.18"
"04/05/2024","10","84.2"
"04/05/2024","11","89.85"
"04/05/2024","12","94"
"04/05/2024","13","137.93"
"04/05/2024","18","128.04"
"04/05/2024","19","107.81"
"04/05/2024","20","110.85"
"04/05/2024","28","108.27"
"04/05/2024","34","136"
"04/05/2024","35","117.07"
"04/05/2024","37","94.3"
"04/05/2024","39","116.55"
"04/05/2024","40","83.77"
"04/05/2024","41","100.44"
"04/05/2024","48","88.34"
"04/05/2024","60","122.14"
"04/05/2024","61","76.2"
"04/05/2024","65","102.19"
"04/05/2024","70","102.16"
"04/05/2024","71","86.46"
"06/05/2024","2","86.72"
"06/05/2024","3","95.04"
"06/05/2024","4","86.25"
"06/05/2024","6","105.05"
"06/05/2024","7","113.84"
"06/05/2024","8","85.23"
"06/05/2024","10","96.95"
"06/05/2024","11","102"
"06/05/2024","12","90.01"
"06/05/2024","13","127.41"
"06/05/2024","18","109.94"
"06/05/2024","19","99.81"
"06/05/2024","20","89.22"
"06/05/2024","28","98.27"
"06/05/2024","34","128.67"
"06/05/2024","35","103.29"
"06/05/2024","36","98.15"
"06/05/2024","37","92.15"
"06/05/2024","39","115.34"
"06/05/2024","40","84.57"
"06/05/2024","41","101.18"
"06/05/2024","48","90.59"
"06/05/2024","60","107.03"
"06/05/2024","61","74.18"
"06/05/2024","65","100.51"
"06/05/2024","70","99.74"
"06/05/2024","71","78.39"
"07/05/2024","2","86.93"
"07/05/2024","3","101.89"
"07/05/2024","4","88.18"
"07/05/2024","6","128.22"
"07/05/2024","7","123.42"
"07/05/2024","8","96.79"
"07/05/2024","10","92.35"
"07/05/2024","11","109.18"
"07/05/2024","12","92.99"
"07/05/2024","13","130.06"
"07/05/2024","18","114.3"
"07/05/2024","19","102.6"
"07/05/2024","20","93.81"
"07/05/2024","28","98.43"
"07/05/2024","34","130.56"
"07/05/2024","35","119.17"
"07/05/2024","36","102.82"
"07/05/2024","37","87.58"
"07/05/2024","39","126.03"
"07/05/2024","40","85.8"
"07/05/2024","41","107.17"
"07/05/2024","48","92.75"
"07/05/2024","60","119.8"
"07/05/2024","61","80.02"
"07/05/2024","65","105.39"
"07/05/2024","70","98.21"
"07/05/2024","71","85.91"
"08/05/2024","2","85.99"
"08/05/2024","3","99.11"
"08/05/2024","4","85.65"
"08/05/2024","6","125.86"
"08/05/2024","7","120.4"
"08/05/2024","8","92.26"
"08/05/2024","10","106.89"
"08/05/2024","11","100.79"
"08/05/2024","12","98.53"
"08/05/2024","13","129.77"
"08/05/2024","18","113.51"
"08/05/2024","19","93.39"
"08/05/2024","20","86.7"
"08/05/2024","28","89.26"
"08/05/2024","34","131.58"
"08/05/2024","35","119.11"
"08/05/2024","36","92.65"
"08/05/2024","37","84.95"
"08/05/2024","39","122.79"
"08/05/2024","40","90.59"
"08/05/2024","41","97.92"
"08/05/2024","48","95.16"
"08/05/2024","60","121.42"
"08/05/2024","61","72.29"
"08/05/2024","65","105.1"
"08/05/2024","70","99.49"
"08/05/2024","71","94.13"
"09/05/2024","2","84.28"
"09/05/2024","3","93.83"
"09/05/2024","4","76.84"
"09/05/2024","6","121.41"
"09/05/2024","7","107.02"
