"FECHA","LINEA","TCODICLIE","PRENDAS"
"31/05/2024","18","266","702"
"31/05/2024","28","4003","84"
"31/05/2024","6","234","1368"
"31/05/2024","10","1504","374"
"31/05/2024","20","266","37"
"31/05/2024","3","266","569"
"31/05/2024","2","266","548"
"31/05/2024","10","266","1291"
"31/05/2024","71","4003","297"
"31/05/2024","41","266","956"
"31/05/2024","12","2","93"
"31/05/2024","7","234","496"
"31/05/2024","92","4003","124"
"31/05/2024","37","2","444"
"31/05/2024","82","2","353"
"31/05/2024","39","1504","850"
"31/05/2024","97","2","1219"
"31/05/2024","16","266","504"
"31/05/2024","61","2","1102"
"31/05/2024","11","2","12"
"31/05/2024","28","2","40"
"31/05/2024","3","2","49"
"31/05/2024","11","266","1533"
"31/05/2024","98","2","1397"
"31/05/2024","48","266","486"
"31/05/2024","28","266","428"
"31/05/2024","34","234","4641"
"31/05/2024","40","266","615"
"31/05/2024","13","2","205"
"31/05/2024","12","266","52"
"31/05/2024","70","1504","440"
"31/05/2024","20","2","187"
"01/06/2024","61","2","617"
"01/06/2024","12","2","141"
"01/06/2024","6","234","3164"
"01/06/2024","44","266","65"
"01/06/2024","37","4003","366"
"01/06/2024","59","2","179"
"01/06/2024","99","2","253"
"01/06/2024","12","266","280"
"01/06/2024","34","234","1603"
"01/06/2024","4","266","548"
"01/06/2024","37","2","560"
"01/06/2024","39","1504","2656"
"01/06/2024","97","2","340"
"01/06/2024","10","266","1040"
"01/06/2024","83","4003","540"
"01/06/2024","20","2","271"
"01/06/2024","36","2","511"
"01/06/2024","7","234","5152"
"01/06/2024","41","266","266"
"01/06/2024","13","266","1240"
"01/06/2024","98","2","2822"
"01/06/2024","36","266","1363"
"01/06/2024","20","266","527"
"01/06/2024","3","266","709"
"01/06/2024","71","4003","470"
"01/06/2024","82","2","1779"
"01/06/2024","40","266","29"
"01/06/2024","97","6","312"
"01/06/2024","5","234","390"
"01/06/2024","3","2","566"
"01/06/2024","28","2","135"
"01/06/2024","11","2","410"
"01/06/2024","96","2","862"
"01/06/2024","92","4003","473"
"01/06/2024","35","266","2368"
"01/06/2024","70","1504","1046"
"01/06/2024","57","234","2784"
"01/06/2024","39","2","282"
"01/06/2024","13","2","393"
"01/06/2024","11","266","827"
"01/06/2024","16","266","444"
"01/06/2024","56","4003","394"
"01/06/2024","18","266","743"
"02/06/2024","7","234","862"
"02/06/2024","95","2","290"
"02/06/2024","98","2","843"
"02/06/2024","92","4003","800"
"02/06/2024","83","4003","934"
"02/06/2024","59","2","222"
"02/06/2024","86","2","4"
"02/06/2024","56","4003","1024"
"02/06/2024","99","2","307"
"02/06/2024","57","234","704"
"02/06/2024","82","2","1731"
"02/06/2024","96","2","451"
"02/06/2024","97","2","188"
"03/06/2024","28","266","183"
"03/06/2024","11","2","223"
"03/06/2024","13","2","115"
"03/06/2024","48","266","591"
"03/06/2024","4","266","364"
"03/06/2024","12","266","982"
"03/06/2024","7","234","174"
"03/06/2024","44","266","18"
"03/06/2024","82","2","104"
"03/06/2024","11","266","192"
"03/06/2024","41","266","375"
"03/06/2024","86","1504","633"
"03/06/2024","2","266","1243"
"03/06/2024","65","266","819"
"03/06/2024","8","266","440"
"03/06/2024","45","266","406"
"03/06/2024","27","266","594"
"03/06/2024","3","2","189"
"03/06/2024","61","2","884"
"03/06/2024","98","2","644"
"04/06/2024","48","266","635"
"04/06/2024","10","2","117"
"04/06/2024","8","266","342"
"04/06/2024","20","1","45"
"04/06/2024","18","266","631"
"04/06/2024","92","4003","138"
"04/06/2024","2","266","1257"
"04/06/2024","86","1504","594"
"04/06/2024","98","2","77"
"04/06/2024","12","2","25"
"04/06/2024","45","266","835"
"04/06/2024","65","266","883"
"04/06/2024","57","234","540"
"04/06/2024","36","2","204"
"04/06/2024","10","1504","69"
"04/06/2024","61","2","255"
"04/06/2024","27","266","589"
"04/06/2024","28","266","234"
"04/06/2024","12","266","832"
"04/06/2024","11","266","842"
"04/06/2024","39","2","229"
"04/06/2024","5","234","132"
"04/06/2024","71","4003","378"
"04/06/2024","39","1504","166"
"04/06/2024","20","266","307"
"04/06/2024","70","1504","48"
"04/06/2024","7","234","232"
"04/06/2024","4","266","579"
"04/06/2024","40","266","1013"
"04/06/2024","41","266","360"
"04/06/2024","82","2","67"
"04/06/2024","36","266","440"
"04/06/2024","35","266","48"
"05/06/2024","65","266","423"
"05/06/2024","36","266","93"
"05/06/2024","28","266","249"
"05/06/2024","45","266","321"
"05/06/2024","97","234","1096"
"05/06/2024","19","266","951"
"05/06/2024","2","266","863"
"05/06/2024","12","2","25"
"05/06/2024","10","2","196"
"05/06/2024","57","234","860"
"05/06/2024","20","1","129"
"05/06/2024","5","234","38"
"05/06/2024","86","1504","114"
"05/06/2024","11","2","112"
"05/06/2024","7","234","259"
"05/06/2024","39","1504","114"
"05/06/2024","40","266","493"
"05/06/2024","48","266","616"
"05/06/2024","82","2","409"
"05/06/2024","36","2","49"
"05/06/2024","18","266","845"
"05/06/2024","27","266","248"
"05/06/2024","37","2","24"
"05/06/2024","34","234","1646"
"05/06/2024","8","266","475"
"05/06/2024","92","4003","48"
"05/06/2024","3","266","380"
"05/06/2024","98","2","1010"
"05/06/2024","11","266","817"
"05/06/2024","41","266","571"
"05/06/2024","4","266","1071"
"05/06/2024","16","266","334"
"05/06/2024","99","2","135"
"05/06/2024","59","2","116"
"05/06/2024","39","2","255"
"05/06/2024","3","2","165"
"05/06/2024","35","266","1195"
"05/06/2024","70","1504","210"
"05/06/2024","61","2","1242"
"05/06/2024","44","266","353"
"05/06/2024","13","2","511"
"05/06/2024","56","4003","90"
"05/06/2024","6","234","1050"
"05/06/2024","10","1504","239"
"05/06/2024","12","266","892"
"06/06/2024","12","266","655"
"06/06/2024","96","2","425"
"06/06/2024","2","266","859"
"06/06/2024","11","266","618"
"06/06/2024","57","234","782"
"06/06/2024","7","234","372"
"06/06/2024","37","4003","255"
"06/06/2024","18","266","84"
"06/06/2024","40","266","693"
"06/06/2024","59","2","86"
"06/06/2024","65","266","426"
"06/06/2024","39","1504","508"
"06/06/2024","48","266","245"
"06/06/2024","92","4003","45"
"06/06/2024","6","234","1084"
"06/06/2024","39","2","116"
"06/06/2024","97","234","413"
"06/06/2024","8","266","532"
"06/06/2024","19","266","138"
"06/06/2024","93","1504","448"
"06/06/2024","4","266","742"
"06/06/2024","3","266","448"
"06/06/2024","37","2","78"
"06/06/2024","34","234","966"
"06/06/2024","54","1","674"
"06/06/2024","45","266","534"
"06/06/2024","41","266","519"
"06/06/2024","13","2","401"
"06/06/2024","82","2","428"
"06/06/2024","13","266","102"
"06/06/2024","98","2","716"
"06/06/2024","35","266","601"
"06/06/2024","99","2","91"
"06/06/2024","56","4003","342"
"06/06/2024","3","2","10"
"06/06/2024","86","1504","786"
"06/06/2024","36","266","44"
"06/06/2024","61","2","659"
"06/06/2024","70","1504","659"
"06/06/2024","27","266","311"
"06/06/2024","44","266","217"
"06/06/2024","20","1","115"
"06/06/2024","16","266","200"
"07/06/2024","11","266","533"
"07/06/2024","40","266","591"
"07/06/2024","39","2","103"
"07/06/2024","16","266","222"
"07/06/2024","18","266","426"
"07/06/2024","92","4003","53"
"07/06/2024","70","1504","483"
"07/06/2024","36","266","107"
"07/06/2024","86","1504","921"
"07/06/2024","97","234","511"
"07/06/2024","61","2","589"
"07/06/2024","59","2","113"
"07/06/2024","48","266","603"
"07/06/2024","13","266","821"
"07/06/2024","37","2","237"
"07/06/2024","27","266","425"
"07/06/2024","45","266","344"
"07/06/2024","4","266","1254"
"07/06/2024","2","266","375"
"07/06/2024","56","4003","53"
"07/06/2024","57","234","1224"
"07/06/2024","8","266","499"
"07/06/2024","7","234","927"
"07/06/2024","6","234","927"
"07/06/2024","41","266","475"
"07/06/2024","10","1504","299"
"07/06/2024","54","1","62"
"07/06/2024","12","266","721"
"07/06/2024","3","266","750"
"07/06/2024","65","266","467"
"07/06/2024","20","1","246"
"07/06/2024","44","266","364"
"07/06/2024","37","4003","191"
"07/06/2024","35","266","296"
"07/06/2024","13","2","479"
"07/06/2024","93","1504","132"
"07/06/2024","99","2","88"
"07/06/2024","34","234","3238"
"07/06/2024","98","2","1719"
"07/06/2024","39","1504","776"
"07/06/2024","19","266","180"
"08/06/2024","96","2","595"
"08/06/2024","70","1504","192"
"08/06/2024","82","2","6"
"08/06/2024","44","266","281"
"08/06/2024","59","2","76"
"08/06/2024","45","266","279"
"08/06/2024","2","266","135"
"08/06/2024","13","2","158"
"08/06/2024","20","1","62"
"08/06/2024","61","2","63"
"08/06/2024","35","266","201"
"08/06/2024","28","2","13"
"08/06/2024","8","266","661"
"08/06/2024","13","266","249"
"08/06/2024","16","266","351"
"08/06/2024","6","234","1338"
"08/06/2024","65","266","502"
"08/06/2024","57","234","508"
"08/06/2024","98","2","1601"
"08/06/2024","37","4003","182"
"08/06/2024","34","234","2114"
"08/06/2024","4","266","517"
"08/06/2024","56","4003","286"
"08/06/2024","93","1504","584"
"08/06/2024","18","266","153"
"08/06/2024","92","4003","50"
"08/06/2024","19","266","211"
"08/06/2024","54","1","47"
"08/06/2024","3","266","444"
"08/06/2024","11","266","443"
"08/06/2024","97","2","273"
"08/06/2024","40","266","130"
"08/06/2024","86","1504","387"
"08/06/2024","39","1504","746"
"08/06/2024","12","266","554"
"08/06/2024","48","266","434"
"08/06/2024","95","2","77"
"08/06/2024","36","266","210"
"08/06/2024","97","234","308"
"08/06/2024","7","234","1339"
"08/06/2024","27","266","266"
"08/06/2024","41","266","242"
"08/06/2024","10","1504","182"
"08/06/2024","37","2","156"
"08/06/2024","99","2","129"
"09/06/2024","34","234","882"
"10/06/2024","95","2","252"
"10/06/2024","36","266","49"
"10/06/2024","98","2","1103"
"10/06/2024","70","1504","824"
"10/06/2024","48","266","460"
"10/06/2024","44","266","323"
"10/06/2024","40","266","536"
"10/06/2024","86","1504","246"
"10/06/2024","41","266","967"
"10/06/2024","11","266","450"
"10/06/2024","7","234","719"
"10/06/2024","18","266","30"
"10/06/2024","54","1","1064"
"10/06/2024","19","266","866"
"10/06/2024","39","2","302"
"10/06/2024","92","4003","17"
"10/06/2024","97","234","526"
"10/06/2024","13","2","238"
"10/06/2024","59","2","61"
"10/06/2024","10","2","136"
"10/06/2024","45","266","90"
"10/06/2024","35","266","592"
"10/06/2024","20","1","360"
"10/06/2024","27","266","310"
"10/06/2024","99","2","12"
"10/06/2024","61","2","235"
"10/06/2024","93","1504","228"
"10/06/2024","65","266","757"
"10/06/2024","2","266","799"
"10/06/2024","10","1504","128"
"10/06/2024","97","2","14"
"10/06/2024","71","4003","264"
"10/06/2024","37","2","108"
"10/06/2024","34","234","1068"
"10/06/2024","16","266","414"
"10/06/2024","37","4003","121"
"10/06/2024","4","266","944"
"10/06/2024","28","2","71"
"10/06/2024","56","4003","571"
"10/06/2024","8","266","807"
"10/06/2024","12","266","440"
"10/06/2024","61","234","572"
"10/06/2024","57","234","812"
"10/06/2024","39","1504","268"
"10/06/2024","96","2","75"
"11/06/2024","39","1504","2242"
"11/06/2024","39","2","103"
"11/06/2024","41","266","728"
"11/06/2024","86","1504","166"
"11/06/2024","93","1504","218"
"11/06/2024","57","234","868"
"11/06/2024","97","2","55"
"11/06/2024","56","4003","349"
"11/06/2024","59","2","156"
"11/06/2024","54","1","452"
"11/06/2024","2","266","583"
"11/06/2024","58","1504","418"
"11/06/2024","4","266","1026"
"11/06/2024","95","2","380"
"11/06/2024","37","2","228"
"11/06/2024","40","266","332"
"11/06/2024","98","2","1048"
"11/06/2024","34","234","2354"
"11/06/2024","71","4003","283"
"11/06/2024","70","1504","640"
"11/06/2024","45","266","639"
"11/06/2024","12","266","1163"
"11/06/2024","3","266","815"
"11/06/2024","10","2","96"
"11/06/2024","10","1504","55"
"11/06/2024","99","2","177"
"11/06/2024","8","266","661"
"11/06/2024","27","266","366"
"11/06/2024","7","234","1152"
"11/06/2024","35","266","892"
"11/06/2024","65","266","1047"
"11/06/2024","5","234","750"
"11/06/2024","6","234","1119"
"11/06/2024","11","266","1125"
"11/06/2024","48","266","576"
"11/06/2024","61","234","1005"
"11/06/2024","20","1","151"
"11/06/2024","13","2","1031"
"11/06/2024","20","2","287"
"11/06/2024","96","2","79"
"11/06/2024","97","234","1146"
"11/06/2024","28","2","169"
"11/06/2024","44","266","618"
"11/06/2024","16","266","362"
"12/06/2024","35","266","464"
"12/06/2024","37","2","159"
"12/06/2024","7","234","375"
"12/06/2024","2","2","620"
"12/06/2024","40","266","552"
"12/06/2024","13","2","733"
"12/06/2024","95","2","41"
"12/06/2024","97","2","43"
"12/06/2024","61","234","954"
"12/06/2024","41","266","578"
"12/06/2024","27","266","370"
"12/06/2024","93","1504","782"
"12/06/2024","44","266","512"
"12/06/2024","58","1504","510"
"12/06/2024","65","266","1495"
"12/06/2024","86","1504","180"
"12/06/2024","45","266","335"
"12/06/2024","34","234","584"
"12/06/2024","96","2","575"
"12/06/2024","57","234","168"
"12/06/2024","16","266","545"
"12/06/2024","54","1","1053"
"12/06/2024","28","2","217"
"12/06/2024","19","266","540"
"12/06/2024","18","266","15"
"12/06/2024","70","1504","622"
"12/06/2024","20","2","308"
"12/06/2024","48","266","890"
"12/06/2024","6","234","1527"
"12/06/2024","12","266","1375"
"12/06/2024","2","266","311"
"12/06/2024","97","234","1167"
"12/06/2024","10","2","24"
"12/06/2024","98","2","657"
"12/06/2024","19","1","146"
"12/06/2024","56","4003","221"
"12/06/2024","59","2","101"
"12/06/2024","8","266","654"
"12/06/2024","10","1504","126"
"12/06/2024","11","266","907"
"12/06/2024","3","266","244"
"12/06/2024","71","4003","197"
"12/06/2024","39","1504","1108"
"12/06/2024","20","1","117"
"12/06/2024","4","266","1365"
"12/06/2024","39","2","211"
"13/06/2024","16","266","776"
"13/06/2024","54","1","860"
"13/06/2024","27","266","390"
"13/06/2024","97","234","1041"
"13/06/2024","41","266","273"
"13/06/2024","44","266","677"
"13/06/2024","93","1504","732"
"13/06/2024","19","266","500"
"13/06/2024","48","266","793"
"13/06/2024","96","2","287"
"13/06/2024","13","2","541"
"13/06/2024","36","2","39"
"13/06/2024","28","2","87"
"13/06/2024","18","266","156"
"13/06/2024","11","266","550"
"13/06/2024","37","2","472"
"13/06/2024","7","234","1712"
"13/06/2024","59","2","64"
"13/06/2024","61","234","367"
"13/06/2024","8","266","739"
"13/06/2024","3","266","701"
"13/06/2024","2","2","780"
"13/06/2024","10","2","6"
"13/06/2024","57","234","730"
"13/06/2024","86","1504","1397"
"13/06/2024","19","1","39"
"13/06/2024","40","266","692"
"13/06/2024","4","266","911"
"13/06/2024","36","266","209"
"13/06/2024","92","4003","55"
"13/06/2024","35","266","561"
"13/06/2024","39","1504","1400"
"13/06/2024","6","234","907"
"13/06/2024","12","266","1702"
"13/06/2024","39","2","120"
"13/06/2024","70","1504","550"
"13/06/2024","18","2","163"
"13/06/2024","65","266","1703"
"13/06/2024","71","4003","249"
"13/06/2024","56","4003","206"
"13/06/2024","20","2","220"
"13/06/2024","99","2","220"
"13/06/2024","45","266","455"
"13/06/2024","98","2","1625"
"13/06/2024","34","234","1240"
"13/06/2024","20","1","65"
"13/06/2024","2","266","1366"
"13/06/2024","61","2","173"
"13/06/2024","10","266","34"
"14/06/2024","18","266","232"
"14/06/2024","16","266","152"
"14/06/2024","98","2","1710"
"14/06/2024","82","1504","764"
"14/06/2024","58","1504","886"
"14/06/2024","54","1","620"
"14/06/2024","19","266","337"
"14/06/2024","28","2","254"
"14/06/2024","44","266","26"
"14/06/2024","97","234","564"
"14/06/2024","36","266","1095"
"14/06/2024","7","234","1438"
"14/06/2024","57","234","632"
"14/06/2024","8","266","617"
"14/06/2024","20","2","4"
"14/06/2024","40","266","496"
"14/06/2024","10","2","48"
"14/06/2024","61","2","90"
"14/06/2024","34","234","2560"
"14/06/2024","35","266","937"
"14/06/2024","45","266","522"
"14/06/2024","5","234","1028"
"14/06/2024","71","4003","93"
"14/06/2024","4","266","1216"
"14/06/2024","11","266","133"
"14/06/2024","39","1504","840"
"14/06/2024","41","266","147"
"14/06/2024","6","234","703"
"14/06/2024","97","2","39"
"14/06/2024","65","266","1520"
"14/06/2024","99","2","290"
"14/06/2024","86","1504","846"
"14/06/2024","2","266","904"
"14/06/2024","48","266","508"
"14/06/2024","96","2","253"
"14/06/2024","70","1504","977"
"14/06/2024","27","266","318"
"14/06/2024","12","266","8"
"14/06/2024","59","2","279"
"14/06/2024","61","234","849"
"14/06/2024","10","1504","884"
"14/06/2024","93","1504","18"
"14/06/2024","13","2","392"
"14/06/2024","18","2","476"
"14/06/2024","37","2","367"
"15/06/2024","82","1504","620"
"15/06/2024","6","234","307"
"15/06/2024","65","266","1272"
"15/06/2024","19","266","221"
"15/06/2024","71","4003","111"
"15/06/2024","35","266","937"
"15/06/2024","10","2","19"
"15/06/2024","28","2","98"
"15/06/2024","40","266","601"
"15/06/2024","39","1504","672"
"15/06/2024","34","234","1272"
"15/06/2024","13","2","84"
"15/06/2024","44","266","108"
"15/06/2024","4","266","526"
"15/06/2024","45","266","292"
"15/06/2024","20","1","228"
"15/06/2024","3","266","279"
"15/06/2024","20","2","1"
"15/06/2024","70","1504","764"
"15/06/2024","61","234","464"
"15/06/2024","10","1504","1048"
"15/06/2024","54","1","250"
"15/06/2024","12","266","10"
"15/06/2024","11","266","9"
"15/06/2024","59","2","173"
"15/06/2024","99","2","23"
"15/06/2024","7","234","166"
"15/06/2024","5","234","244"
"15/06/2024","2","266","564"
"15/06/2024","97","234","17"
"15/06/2024","41","266","108"
"15/06/2024","96","2","573"
"15/06/2024","98","2","1809"
"15/06/2024","57","234","714"
"15/06/2024","16","266","101"
"15/06/2024","58","1504","508"
"15/06/2024","8","266","243"
"15/06/2024","97","2","327"
"15/06/2024","27","266","252"
"15/06/2024","61","2","96"
"15/06/2024","36","266","1209"
"16/06/2024","57","234","108"
"16/06/2024","34","234","1224"
"16/06/2024","98","2","64"
"17/06/2024","58","1504","976"
"17/06/2024","28","2","33"
"17/06/2024","36","266","1309"
"17/06/2024","54","1","1167"
"17/06/2024","44","266","268"
"17/06/2024","97","2","101"
"17/06/2024","41","266","369"
"17/06/2024","40","266","697"
"17/06/2024","16","266","102"
"17/06/2024","3","266","127"
"17/06/2024","3","2","24"
"17/06/2024","57","234","272"
"17/06/2024","65","266","1310"
"17/06/2024","7","234","1524"
"17/06/2024","8","266","317"
"17/06/2024","59","2","23"
"17/06/2024","82","1504","1756"
"17/06/2024","35","266","399"
"17/06/2024","4","266","636"
"17/06/2024","45","266","354"
"17/06/2024","96","2","73"
"17/06/2024","99","2","106"
"17/06/2024","19","266","670"
"17/06/2024","27","266","349"
"17/06/2024","86","1504","1106"
"17/06/2024","93","1504","981"
"17/06/2024","71","4003","95"
"17/06/2024","2","266","432"
"17/06/2024","37","4003","150"
"17/06/2024","20","1","50"
"17/06/2024","97","234","566"
"17/06/2024","39","2","328"
"17/06/2024","98","2","1152"
"17/06/2024","12","266","402"
"17/06/2024","48","266","554"
"17/06/2024","10","1504","446"
"17/06/2024","70","1504","372"
"17/06/2024","34","234","2962"
"17/06/2024","10","2","20"
"17/06/2024","61","234","345"
"17/06/2024","61","2","23"
"17/06/2024","6","234","897"
"18/06/2024","98","2","555"
"18/06/2024","41","266","335"
"18/06/2024","8","266","736"
"18/06/2024","86","1504","484"
"18/06/2024","54","1","1104"
"18/06/2024","36","266","439"
"18/06/2024","5","234","674"
"18/06/2024","27","266","352"
"18/06/2024","61","234","162"
"18/06/2024","3","2","77"
"18/06/2024","37","2","25"
"18/06/2024","6","234","963"
"18/06/2024","65","266","236"
"18/06/2024","35","266","191"
"18/06/2024","12","266","502"
"18/06/2024","28","2","148"
"18/06/2024","20","1","132"
"18/06/2024","71","234","576"
"18/06/2024","82","1504","2516"
"18/06/2024","48","266","649"
"18/06/2024","34","234","1657"
"18/06/2024","40","266","227"
"18/06/2024","58","1504","192"
"18/06/2024","93","1504","87"
"18/06/2024","16","266","336"
"18/06/2024","7","234","700"
"18/06/2024","13","2","56"
"18/06/2024","44","266","397"
"18/06/2024","99","2","61"
"18/06/2024","70","1504","646"
"18/06/2024","4","266","1356"
"18/06/2024","45","266","436"
"18/06/2024","86","2","40"
"18/06/2024","57","234","284"
"18/06/2024","39","2","465"
"18/06/2024","37","4003","392"
"18/06/2024","19","266","641"
"18/06/2024","2","266","966"
"18/06/2024","97","2","16"
"18/06/2024","20","2","25"
"18/06/2024","97","234","1007"
"19/06/2024","5","234","1250"
"19/06/2024","83","1","58"
"19/06/2024","98","2","1949"
"19/06/2024","48","266","409"
"19/06/2024","44","266","446"
"19/06/2024","3","266","151"
"19/06/2024","37","2","6"
"19/06/2024","82","1504","378"
"19/06/2024","8","266","736"
"19/06/2024","65","266","300"
"19/06/2024","20","2","1"
"19/06/2024","59","2","83"
"19/06/2024","61","2","18"
"19/06/2024","86","1504","194"
"19/06/2024","6","234","1239"
"19/06/2024","54","1","105"
"19/06/2024","19","266","638"
"19/06/2024","34","234","1233"
"19/06/2024","55","2","329"
"19/06/2024","4","266","1160"
"19/06/2024","45","266","481"
"19/06/2024","27","266","358"
"19/06/2024","97","234","328"
"19/06/2024","61","234","28"
"19/06/2024","96","2","343"
"19/06/2024","20","1","330"
"19/06/2024","3","2","97"
"19/06/2024","70","1504","620"
"19/06/2024","71","4003","146"
"19/06/2024","11","266","595"
"19/06/2024","13","2","228"
"19/06/2024","93","1504","9"
"19/06/2024","41","266","473"
"19/06/2024","39","1504","714"
"19/06/2024","37","234","286"
"19/06/2024","99","2","311"
"19/06/2024","57","234","382"
"19/06/2024","2","266","773"
"19/06/2024","39","2","180"
"19/06/2024","40","266","1009"
"19/06/2024","36","266","399"
"19/06/2024","28","2","237"
"19/06/2024","35","266","520"
"19/06/2024","12","266","767"
"19/06/2024","37","4003","147"
"20/06/2024","61","2","55"
"20/06/2024","37","4003","19"
"20/06/2024","97","234","2596"
"20/06/2024","96","2","224"
"20/06/2024","55","2","73"
"20/06/2024","19","266","838"
"20/06/2024","39","1504","349"
"20/06/2024","2","266","1243"
"20/06/2024","20","2","212"
"20/06/2024","86","2","22"
"20/06/2024","6","266","18"
"20/06/2024","36","266","662"
"20/06/2024","98","2","562"
"20/06/2024","12","266","935"
"20/06/2024","3","266","1130"
"20/06/2024","45","266","309"
"20/06/2024","13","2","502"
"20/06/2024","37","234","642"
"20/06/2024","97","6","181"
"20/06/2024","10","2","155"
"20/06/2024","57","234","2206"
"20/06/2024","71","4003","102"
"20/06/2024","48","266","288"
"20/06/2024","6","234","690"
"20/06/2024","44","266","492"
"20/06/2024","59","2","46"
"20/06/2024","83","1","15"
"20/06/2024","97","2","317"
"20/06/2024","70","1504","312"
"20/06/2024","35","266","438"
"20/06/2024","7","234","240"
"20/06/2024","11","266","486"
"20/06/2024","20","1","54"
"20/06/2024","34","234","1124"
"20/06/2024","8","266","449"
"20/06/2024","5","234","248"
"20/06/2024","40","266","502"
"20/06/2024","39","2","574"
"20/06/2024","98","6","20"
"20/06/2024","65","266","996"
"20/06/2024","4","266","830"
"20/06/2024","41","266","253"
"20/06/2024","28","2","283"
"20/06/2024","27","266","369"
"20/06/2024","16","266","194"
"20/06/2024","58","6","370"
"20/06/2024","3","2","7"
"21/06/2024","57","234","448"
"21/06/2024","18","4003","50"
"21/06/2024","37","234","452"
"21/06/2024","59","2","126"
"21/06/2024","6","234","1478"
"21/06/2024","8","266","401"
"21/06/2024","37","4003","87"
"21/06/2024","7","234","1342"
"21/06/2024","13","2","294"
"21/06/2024","18","2","46"
"21/06/2024","55","2","205"
"21/06/2024","34","234","1049"
"21/06/2024","3","266","544"
"21/06/2024","82","2","241"
"21/06/2024","35","266","1291"
"21/06/2024","39","2","546"
"21/06/2024","83","1","250"
"21/06/2024","3","2","41"
"21/06/2024","71","4003","288"
"21/06/2024","45","266","314"
"21/06/2024","12","266","362"
"21/06/2024","41","266","649"
"21/06/2024","97","2","74"
"21/06/2024","36","266","1271"
"21/06/2024","39","1504","297"
"21/06/2024","99","2","26"
"21/06/2024","2","266","1084"
"21/06/2024","61","2","139"
"21/06/2024","96","2","439"
"21/06/2024","98","2","647"
"21/06/2024","97","234","341"
"21/06/2024","36","2","15"
"21/06/2024","71","234","268"
"21/06/2024","65","266","787"
"21/06/2024","5","234","850"
"21/06/2024","28","2","291"
"21/06/2024","16","266","523"
"21/06/2024","4","266","2371"
"21/06/2024","11","266","831"
"21/06/2024","44","266","306"
"21/06/2024","6","266","23"
"21/06/2024","10","2","209"
"21/06/2024","19","266","479"
"21/06/2024","27","266","278"
"21/06/2024","20","2","383"
"22/06/2024","4","266","535"
"22/06/2024","45","266","442"
"22/06/2024","40","266","24"
"22/06/2024","3","266","281"
"22/06/2024","97","234","301"
"22/06/2024","65","266","754"
"22/06/2024","35","266","256"
"22/06/2024","7","234","2454"
"22/06/2024","71","4003","65"
"22/06/2024","28","2","539"
"22/06/2024","44","266","66"
"22/06/2024","39","1504","291"
"22/06/2024","27","266","260"
"22/06/2024","11","266","1057"
"22/06/2024","12","266","691"
"22/06/2024","5","234","1720"
"22/06/2024","19","266","583"
"22/06/2024","37","234","392"
"22/06/2024","2","266","9"
"22/06/2024","98","2","2030"
"22/06/2024","36","266","1197"
"22/06/2024","16","266","880"
"22/06/2024","97","2","155"
"22/06/2024","40","234","958"
"22/06/2024","59","2","118"
"22/06/2024","54","1","69"
"22/06/2024","8","266","442"
"22/06/2024","20","2","479"
"22/06/2024","41","266","463"
"22/06/2024","13","2","85"
"22/06/2024","96","2","328"
"22/06/2024","55","2","566"
"22/06/2024","95","2","242"
"22/06/2024","6","234","2906"
"22/06/2024","34","234","2555"
"22/06/2024","18","2","172"
"22/06/2024","39","2","411"
"22/06/2024","37","4003","26"
"22/06/2024","82","2","141"
"23/06/2024","59","2","14"
"23/06/2024","95","2","139"
"23/06/2024","55","2","259"
"23/06/2024","82","2","263"
"24/06/2024","65","266","877"
"24/06/2024","57","234","918"
"24/06/2024","34","234","1960"
"24/06/2024","37","234","910"
"24/06/2024","39","2","623"
"24/06/2024","40","234","782"
"24/06/2024","35","266","360"
"24/06/2024","4","266","409"
"24/06/2024","44","266","423"
"24/06/2024","11","266","244"
"24/06/2024","96","2","77"
"24/06/2024","18","2","359"
"24/06/2024","41","266","836"
"24/06/2024","45","266","281"
"24/06/2024","13","2","133"
"24/06/2024","37","4003","56"
"24/06/2024","5","234","160"
"24/06/2024","95","1","221"
"24/06/2024","48","266","121"
"24/06/2024","95","2","22"
"24/06/2024","8","266","371"
"24/06/2024","3","266","695"
"24/06/2024","3","2","38"
"24/06/2024","83","1","618"
"24/06/2024","10","1504","490"
"24/06/2024","16","266","168"
"24/06/2024","2","266","244"
"24/06/2024","82","2","370"
"24/06/2024","97","2","312"
"24/06/2024","20","1","76"
"24/06/2024","27","266","318"
"24/06/2024","55","2","25"
"24/06/2024","19","266","739"
"24/06/2024","59","2","105"
"24/06/2024","7","234","3152"
"24/06/2024","20","2","308"
"24/06/2024","48","2","51"
"24/06/2024","36","266","1923"
"24/06/2024","39","1504","133"
"24/06/2024","28","2","63"
"24/06/2024","71","4003","377"
"24/06/2024","12","266","573"
"24/06/2024","98","2","1537"
"25/06/2024","82","2","949"
"25/06/2024","10","1504","756"
"25/06/2024","39","1504","539"
"25/06/2024","18","4003","276"
"25/06/2024","61","2","123"
"25/06/2024","41","266","408"
"25/06/2024","44","266","844"
"25/06/2024","40","234","1032"
"25/06/2024","48","2","280"
"25/06/2024","93","1","65"
"25/06/2024","11","266","255"
"25/06/2024","6","234","814"
"25/06/2024","34","234","3192"
"25/06/2024","2","266","1228"
"25/06/2024","48","266","188"
"25/06/2024","45","266","394"
"25/06/2024","19","266","793"
"25/06/2024","4","266","605"
