"ORDEN_PRODUCCION","SECUENCIA_PAQUETE","ESTILO","TALLA","PRENDAS","FECHA_TERMINO"
"873968","7","419583","XL","49","17/06/2024 15:50:56"
"873968","8","419583","XL","51","19/06/2024 9:23:42"
"873968","9","419583","XL","51","17/06/2024 15:57:55"
"873968","10","419583","XL","51","17/06/2024 16:01:29"
"873969","1","419583","M","60","17/06/2024 16:53:30"
"873969","2","419583","M","60","18/06/2024 18:34:10"
"873969","3","419583","M","60","17/06/2024 17:50:45"
"873969","4","419583","M","60","18/06/2024 15:47:38"
"873969","5","419583","M","60","17/06/2024 18:10:44"
"873969","6","419583","M","60","17/06/2024 17:59:24"
"873969","7","419583","M","45","18/06/2024 18:43:25"
"873970","1","419583","M","60","18/06/2024 18:50:15"
"873970","2","419583","M","60","18/06/2024 19:27:37"
"873970","3","419583","M","27","18/06/2024 11:11:51"
"873970","4","419583","L","61","18/06/2024 13:37:40"
"873970","5","419583","L","61","18/06/2024 19:20:45"
"873970","6","419583","L","61","18/06/2024 12:53:37"
"873970","7","419583","L","61","18/06/2024 9:53:37"
"873971","1","419583","L","64","18/06/2024 16:46:08"
"873971","2","419583","L","64","17/06/2024 14:52:58"
"873971","3","419583","L","64","18/06/2024 18:58:11"
"873971","4","419583","L","65","18/06/2024 17:28:51"
"873971","5","419583","L","65","17/06/2024 14:04:38"
"873971","6","419583","L","65","17/06/2024 15:29:54"
"873972","1","508018","XS","27","24/05/2024 15:02:33"
"873972","2","508018","S","37","23/05/2024 16:40:15"
"873972","3","508018","M","67","24/05/2024 15:29:58"
"873972","4","508018","L","36","24/05/2024 15:20:07"
"873973","1","TH8089-51","S","16","13/06/2024 17:02:12"
"873973","2","TH8089-51","S","16","13/06/2024 17:08:05"
"873973","3","TH8089-51","S","16","13/06/2024 12:38:33"
"873973","4","TH8089-51","S","16","13/06/2024 17:22:23"
"873973","5","TH8089-51","S","17","13/06/2024 10:25:45"
"873973","6","TH8089-51","S","16","13/06/2024 10:24:02"
"873973","7","TH8089-51","S","19","13/06/2024 10:22:12"
"873973","8","TH8089-51","S","19","13/06/2024 16:55:26"
"873973","9","TH8089-51","S","10","14/06/2024 15:48:50"
"873973","10","TH8089-51","S","10","14/06/2024 17:42:58"
"873973","11","TH8089-51","XXL","17","12/06/2024 13:32:34"
"873973","12","TH8089-51","XXL","17","11/06/2024 15:36:51"
"873973","13","TH8089-51","XXL","16","11/06/2024 17:26:14"
"873973","14","TH8089-51","XXL","16","11/06/2024 18:15:08"
"873973","15","TH8089-51","XXL","16","13/06/2024 14:09:23"
"873973","16","TH8089-51","XXL","16","11/06/2024 14:01:39"
"873973","17","TH8089-51","XXL","20","13/06/2024 14:01:32"
"873973","18","TH8089-51","XXL","17","11/06/2024 11:12:16"
"873973","19","TH8089-51","XXL","20","10/06/2024 16:32:45"
"873973","20","TH8089-51","XXL","19","11/06/2024 11:19:46"
"873974","1","TH8089-51","M","17","12/06/2024 15:09:06"
"873974","2","TH8089-51","M","16","12/06/2024 17:13:41"
"873974","3","TH8089-51","M","15","13/06/2024 8:45:04"
"873974","4","TH8089-51","M","15","12/06/2024 17:07:49"
"873974","5","TH8089-51","M","15","12/06/2024 13:26:14"
"873974","6","TH8089-51","M","15","12/06/2024 9:53:55"
"873974","7","TH8089-51","M","15","12/06/2024 18:02:25"
"873974","8","TH8089-51","M","17","13/06/2024 15:59:13"
"873974","9","TH8089-51","M","15","12/06/2024 11:21:29"
"873974","10","TH8089-51","M","16","12/06/2024 18:29:56"
"873974","11","TH8089-51","M","17","13/06/2024 8:16:20"
"873974","12","TH8089-51","M","14","12/06/2024 9:58:46"
"873974","13","TH8089-51","M","20","13/06/2024 10:11:46"
"873974","14","TH8089-51","M","16","14/06/2024 17:20:33"
"873974","15","TH8089-51","M","20","13/06/2024 17:29:07"
"873974","16","TH8089-51","M","19","13/06/2024 15:37:16"
"873974","17","TH8089-51","M","20","12/06/2024 18:06:05"
"873974","18","TH8089-51","M","19","13/06/2024 15:45:03"
"873974","19","TH8089-51","M","12","12/06/2024 18:10:41"
"873974","20","TH8089-51","M","12","13/06/2024 15:46:23"
"873974","21","TH8089-51","M","13","12/06/2024 14:06:00"
"873974","22","TH8089-51","M","12","12/06/2024 18:00:38"
"873974","23","TH8089-51","M","10","14/06/2024 16:50:16"
"873974","24","TH8089-51","M","10","15/06/2024 14:51:25"
"873975","1","TH8089-51","L","17","12/06/2024 15:43:43"
"873975","2","TH8089-51","L","17","12/06/2024 14:30:15"
"873975","3","TH8089-51","L","16","12/06/2024 9:09:24"
"873975","4","TH8089-51","L","17","12/06/2024 12:38:45"
"873975","5","TH8089-51","L","17","12/06/2024 10:31:15"
"873975","6","TH8089-51","L","16","11/06/2024 18:23:59"
"873975","7","TH8089-51","L","17","15/06/2024 13:23:58"
"873975","8","TH8089-51","L","17","15/06/2024 14:44:14"
"873975","9","TH8089-51","L","15","15/06/2024 10:35:58"
"873975","10","TH8089-51","L","16","17/06/2024 8:52:53"
"873975","11","TH8089-51","L","17","15/06/2024 11:12:47"
"873975","12","TH8089-51","L","16","11/06/2024 18:03:38"
"873975","13","TH8089-51","L","18","12/06/2024 14:22:48"
"873975","14","TH8089-51","L","19","14/06/2024 14:24:28"
"873975","15","TH8089-51","L","20","14/06/2024 16:12:02"
"873975","16","TH8089-51","L","19","14/06/2024 15:21:26"
"873975","17","TH8089-51","L","20","14/06/2024 17:47:18"
"873975","18","TH8089-51","L","15","14/06/2024 16:48:25"
"873975","19","TH8089-51","L","12","14/06/2024 11:19:01"
"873975","20","TH8089-51","L","12","14/06/2024 17:41:44"
"873975","21","TH8089-51","L","13","13/06/2024 13:15:44"
"873975","22","TH8089-51","L","12","15/06/2024 10:39:58"
"873975","23","TH8089-51","L","13","13/06/2024 11:00:24"
"873975","24","TH8089-51","L","12","15/06/2024 13:29:04"
"873976","1","TH8089-51","L","16","13/06/2024 14:45:38"
"873976","2","TH8089-51","L","16","13/06/2024 17:42:51"
"873976","3","TH8089-51","L","16","13/06/2024 18:50:49"
"873976","4","TH8089-51","L","17","13/06/2024 16:47:56"
"873976","5","TH8089-51","L","17","14/06/2024 15:19:43"
"873976","6","TH8089-51","L","15","14/06/2024 18:15:09"
"873976","7","TH8089-51","XL","17","14/06/2024 18:17:23"
"873976","8","TH8089-51","XL","17","14/06/2024 15:26:04"
"873976","9","TH8089-51","XL","16","15/06/2024 13:30:10"
"873976","10","TH8089-51","XL","17","13/06/2024 13:30:20"
"873976","11","TH8089-51","XL","17","13/06/2024 12:26:25"
"873976","12","TH8089-51","XL","16","15/06/2024 11:03:39"
"873976","13","TH8089-51","XL","17","15/06/2024 10:45:15"
"873976","14","TH8089-51","XL","17","15/06/2024 14:20:42"
"873976","15","TH8089-51","XL","15","15/06/2024 11:44:43"
"873976","16","TH8089-51","XL","15","15/06/2024 14:25:26"
"873976","17","TH8089-51","XL","15","15/06/2024 12:55:07"
"873976","18","TH8089-51","XL","15","14/06/2024 13:45:14"
"873976","19","TH8089-51","XL","20","14/06/2024 11:18:06"
"873976","20","TH8089-51","XL","19","14/06/2024 15:03:47"
"873976","21","TH8089-51","XL","18","13/06/2024 19:22:33"
"873976","22","TH8089-51","XL","19","14/06/2024 10:04:09"
"873976","23","TH8089-51","XL","13","14/06/2024 10:08:37"
"873976","24","TH8089-51","XL","12","14/06/2024 13:50:28"
"873976","25","TH8089-51","XL","13","15/06/2024 12:50:24"
"873976","26","TH8089-51","XL","12","13/06/2024 19:19:30"
"873977","1","508104","SM","10","21/06/2024 10:50:51"
"873977","2","508104","SM","10","21/06/2024 10:04:45"
"873977","3","508104","MED","21","20/06/2024 18:51:29"
"873977","4","508104","MED","14","20/06/2024 18:47:17"
"873977","5","508104","MED","14","20/06/2024 18:48:40"
"873977","6","508104","LG","21","21/06/2024 10:53:20"
"873977","7","508104","LG","10","21/06/2024 10:10:30"
"873977","8","508104","LG","10","20/06/2024 18:43:56"
"873977","9","508104","LG","10","20/06/2024 18:05:36"
"873977","10","508104","XL","10","20/06/2024 18:11:14"
"873977","11","508104","XL","10","20/06/2024 18:42:51"
"873977","12","508104","XL","3","21/06/2024 10:54:00"
"873978","1","515668","MED","3","17/07/2024 17:21:04"
"873978","2","515668","LG","6","16/07/2024 19:00:03"
"873978","3","515668","XL","3","18/07/2024 14:58:06"
"873979","1","515674","1X","20","29/05/2024 8:02:58"
"873979","2","515674","1X","14","29/05/2024 8:08:56"
"873979","3","515674","1X","14","28/05/2024 16:11:38"
"873979","4","515674","2X","21","29/05/2024 7:46:57"
"873979","5","515674","2X","14","28/05/2024 16:28:18"
"873979","6","515674","2X","14","28/05/2024 16:23:19"
"873979","7","515674","3X","21","25/05/2024 13:28:15"
"873979","8","515674","3X","10","25/05/2024 13:22:30"
"873980","1","502745","LG","14","28/05/2024 16:03:40"
"873980","2","502745","XL","10","28/05/2024 16:14:18"
"873981","1","510140","XS","14","19/06/2024 17:10:51"
"873981","2","510140","SM","21","18/06/2024 12:20:11"
"873981","3","510140","MED","21","18/06/2024 12:14:08"
"873981","4","510140","LG","3","18/06/2024 14:56:50"
"873981","5","510140","XL","11","18/06/2024 15:04:23"
"873982","1","508092","1X","21","07/09/2024 11:42:03"
"873982","2","508092","1X","10","05/09/2024 20:19:02"
"873982","3","508092","1X","3","03/09/2024 9:35:03"
"873983","1","508104","XS","8","21/06/2024 17:35:17"
"873983","2","508104","SM","23","21/06/2024 17:06:03"
"873983","3","508104","SM","23","21/06/2024 17:25:46"
"873983","4","508104","MED","23","21/06/2024 17:41:18"
"873983","5","508104","MED","23","21/06/2024 18:07:21"
"873983","6","508104","MED","16","21/06/2024 16:49:35"
"873983","7","508104","LG","23","21/06/2024 15:19:15"
"873983","8","508104","LG","23","21/06/2024 18:06:30"
"873983","9","508104","LG","16","21/06/2024 17:35:14"
"873983","10","508104","LG","16","22/06/2024 8:41:45"
"873983","11","508104","XL","23","21/06/2024 17:45:05"
"873983","12","508104","XL","23","22/06/2024 8:25:12"
"873984","1","506090","XS","23","07/08/2024 18:29:52"
"873984","2","506090","SM","9","07/08/2024 18:47:19"
"873984","3","506090","MED","24","10/08/2024 8:53:04"
"873984","4","506090","LG","23","07/08/2024 19:38:09"
"873984","5","506090","LG","16","15/08/2024 14:48:35"
"873984","6","506090","XL","10","07/08/2024 17:48:20"
"873985","1","PJ2909-52","1","6","28/05/2024 14:11:01"
"873985","2","PJ2909-52","2","11","28/05/2024 14:37:57"
"873985","3","PJ2909-52","3","10","28/05/2024 14:39:04"
"873985","4","PJ2909-52","4","11","28/05/2024 14:07:29"
"873985","5","PJ2909-52","5","11","28/05/2024 14:09:50"
"873985","6","PJ2909-52","6","12","28/05/2024 14:44:43"
"873985","7","PJ2909-52","8","15","28/05/2024 14:08:47"
"873985","8","PJ2909-52","10","11","28/05/2024 14:41:39"
"873985","9","PJ2909-52","12","12","28/05/2024 14:05:30"
"873985","10","PJ2909-52","14","12","28/05/2024 14:43:44"
"873986","1","PJ2909-51","1","59","20/06/2024 8:14:04"
"873986","2","PJ2909-51","1","15","20/06/2024 17:06:14"
"873986","3","PJ2909-51","2","66","19/06/2024 18:57:46"
"873986","4","PJ2909-51","2","66","20/06/2024 10:15:14"
"873986","5","PJ2909-51","2","19","20/06/2024 17:20:01"
"873986","6","PJ2909-51","2","11","20/06/2024 17:47:46"
"873986","7","PJ2909-51","3","56","19/06/2024 18:13:59"
"873986","8","PJ2909-51","3","19","20/06/2024 17:27:50"
"873986","9","PJ2909-51","3","19","20/06/2024 17:10:05"
"873986","10","PJ2909-51","3","15","20/06/2024 17:30:46"
"873986","11","PJ2909-51","3","15","20/06/2024 18:13:33"
"873986","12","PJ2909-51","3","15","20/06/2024 17:44:34"
"873987","1","PJ2909-51","4","65","20/06/2024 16:56:57"
"873987","2","PJ2909-51","4","18","20/06/2024 19:10:05"
"873987","3","PJ2909-51","4","19","20/06/2024 17:24:06"
"873987","4","PJ2909-51","4","15","20/06/2024 18:48:35"
"873987","5","PJ2909-51","4","15","20/06/2024 17:43:33"
"873987","6","PJ2909-51","5","65","21/06/2024 15:34:05"
"873987","7","PJ2909-51","5","65","20/06/2024 15:40:06"
"873987","8","PJ2909-51","5","19","20/06/2024 17:22:26"
"873987","9","PJ2909-51","6","54","20/06/2024 16:54:47"
"873987","10","PJ2909-51","6","63","20/06/2024 15:17:49"
"873987","11","PJ2909-51","6","19","20/06/2024 18:52:15"
"873987","12","PJ2909-51","6","19","20/06/2024 17:29:17"
"873987","13","PJ2909-51","6","15","20/06/2024 18:50:17"
"873988","1","PJ2909-51","8","51","21/06/2024 15:29:54"
"873988","2","PJ2909-51","8","65","21/06/2024 14:17:04"
"873988","3","PJ2909-51","8","66","20/06/2024 19:32:46"
"873988","4","PJ2909-51","8","19","21/06/2024 15:54:00"
"873988","5","PJ2909-51","8","19","20/06/2024 21:04:43"
"873988","6","PJ2909-51","8","11","21/06/2024 19:18:34"
"873988","7","PJ2909-51","10","55","21/06/2024 14:47:04"
"873988","8","PJ2909-51","10","32","21/06/2024 15:01:27"
"873988","9","PJ2909-51","10","19","20/06/2024 21:36:03"
"873988","10","PJ2909-51","10","19","20/06/2024 21:33:36"
"873989","1","PJ2909-51","12","54","22/06/2024 10:46:08"
"873989","2","PJ2909-51","12","66","21/06/2024 13:38:45"
"873989","3","PJ2909-51","12","19","22/06/2024 10:43:02"
"873989","4","PJ2909-51","12","19","21/06/2024 14:51:28"
"873989","5","PJ2909-51","12","11","22/06/2024 11:10:11"
"873989","6","PJ2909-51","14","54","21/06/2024 17:58:21"
"873989","7","PJ2909-51","14","65","22/06/2024 10:34:25"
"873989","8","PJ2909-51","14","66","22/06/2024 10:39:17"
"873989","9","PJ2909-51","16","19","20/06/2024 20:47:13"
"873990","1","DH2050-23","3","52","21/05/2024 18:20:54"
"873990","2","DH2050-23","3","54","22/05/2024 17:29:27"
"873990","3","DH2050-23","4","52","21/05/2024 18:17:05"
"873990","4","DH2050-23","4","52","22/05/2024 16:32:07"
"873990","5","DH2050-23","4","52","22/05/2024 15:35:19"
"873990","6","DH2050-23","4","49","22/05/2024 16:28:16"
"873990","7","DH2050-23","5","52","21/05/2024 19:07:39"
"873990","8","DH2050-23","5","52","22/05/2024 11:07:27"
"873990","9","DH2050-23","5","32","22/05/2024 11:10:51"
"873991","1","DH2050-23","5","52","18/05/2024 13:56:36"
"873991","2","DH2050-23","5","51","17/05/2024 20:01:50"
"873991","3","DH2050-23","6","52","18/05/2024 14:53:35"
"873991","4","DH2050-23","6","52","18/05/2024 14:05:01"
"873991","5","DH2050-23","6","52","18/05/2024 14:34:13"
"873991","6","DH2050-23","7","52","18/05/2024 16:06:39"
"873991","7","DH2050-23","7","52","18/05/2024 15:31:02"
"873991","8","DH2050-23","8","52","18/05/2024 15:00:40"
"873991","9","DH2050-23","8","54","18/05/2024 13:43:12"
"873992","1","508018","M","16","30/05/2024 17:45:42"
"873992","2","508018","L","16","30/05/2024 10:15:01"
"873993","1","419583","XS","24","14/06/2024 10:55:47"
"873993","2","419583","S","65","14/06/2024 14:43:23"
"873993","3","419583","S","65","15/06/2024 13:52:38"
"873993","4","419583","S","65","14/06/2024 10:51:13"
"873993","5","419583","S","65","14/06/2024 15:10:21"
"873993","6","419583","S","24","17/06/2024 12:48:11"
"873993","7","419583","M","64","15/06/2024 12:53:28"
"873994","1","419583","M","65","06/06/2024 11:01:24"
"873994","2","419583","M","65","07/06/2024 14:17:40"
"873994","3","419583","M","24","06/06/2024 14:05:16"
"873994","4","419583","L","65","06/06/2024 13:18:42"
"873994","5","419583","L","65","06/06/2024 14:45:38"
"873994","6","419583","L","65","06/06/2024 18:34:30"
"873995","1","419583","M","65","06/06/2024 14:50:35"
"873995","2","419583","M","65","06/06/2024 15:48:24"
"873995","3","419583","M","65","06/06/2024 11:11:08"
"873995","4","419583","M","65","06/06/2024 14:47:51"
"873995","5","419583","M","65","06/06/2024 17:06:48"
"873995","6","419583","M","65","06/06/2024 14:32:07"
"873996","1","419583","L","56","11/06/2024 16:46:56"
"873996","2","419583","L","24","10/06/2024 12:19:42"
"873996","3","419583","XL","50","10/06/2024 12:29:29"
"873996","4","419583","XL","51","10/06/2024 18:17:18"
"873996","5","419583","XL","51","10/06/2024 9:29:45"
"873996","6","419583","XL","49","11/06/2024 10:26:42"
"873996","7","419583","XL","48","10/06/2024 13:04:33"
"873997","1","419583","XL","47","08/06/2024 14:09:24"
"873997","2","419583","XL","49","10/06/2024 12:12:14"
"873997","3","419583","XL","51","11/06/2024 16:29:39"
"873997","4","419583","XL","51","11/06/2024 9:41:35"
"873997","5","419583","XL","51","10/06/2024 13:23:13"
"873997","6","419583","XL","51","10/06/2024 12:35:26"
"873997","7","419583","XL","51","11/06/2024 18:28:01"
"873998","1","507679","2X","15","30/05/2024 14:23:39"
"873999","1","TH1131-51","3","46","23/05/2024 19:24:17"
"873999","2","TH1131-51","3","46","23/05/2024 20:32:14"
"873999","3","TH1131-51","4","46","23/05/2024 20:19:10"
"873999","4","TH1131-51","4","46","23/05/2024 15:47:58"
"873999","5","TH1131-51","4","46","23/05/2024 15:34:07"
"873999","6","TH1131-51","4","35","23/05/2024 15:46:33"
"873999","7","TH1131-51","4","10","23/05/2024 15:35:52"
"873999","8","TH1131-51","4","10","23/05/2024 17:03:23"
"873999","9","TH1131-51","4","10","23/05/2024 19:12:05"
"873999","10","TH1131-51","5","46","24/05/2024 4:47:45"
"873999","11","TH1131-51","5","46","23/05/2024 14:54:10"
"873999","12","TH1131-51","5","46","23/05/2024 20:47:55"
"874000","1","TH1131-51","5","35","23/05/2024 16:39:43"
"874000","2","TH1131-51","5","10","23/05/2024 20:21:25"
"874000","3","TH1131-51","5","10","24/05/2024 20:01:35"
"874000","4","TH1131-51","5","10","23/05/2024 20:23:50"
"874000","5","TH1131-51","5","10","23/05/2024 20:11:50"
"874000","6","TH1131-51","6","46","23/05/2024 20:35:43"
"874000","7","TH1131-51","6","46","23/05/2024 20:28:55"
"874000","8","TH1131-51","6","35","23/05/2024 18:50:24"
"874000","9","TH1131-51","6","35","23/05/2024 20:19:50"
"874000","10","TH1131-51","7","46","23/05/2024 18:37:31"
"874000","11","TH1131-51","7","35","23/05/2024 20:26:12"
"874000","12","TH1131-51","7","10","24/05/2024 3:28:52"
"874000","13","TH1131-51","7","10","24/05/2024 3:44:45"
"874000","14","TH1131-51","8","46","23/05/2024 20:15:37"
"874000","15","TH1131-51","9","35","23/05/2024 21:14:32"
"874001","1","TH1131-51","3","54","22/05/2024 16:30:32"
"874001","2","TH1131-51","3","54","22/05/2024 10:47:12"
"874001","3","TH1131-51","3","16","22/05/2024 16:32:50"
"874001","4","TH1131-51","3","14","22/05/2024 16:44:07"
"874001","5","TH1131-51","4","54","22/05/2024 10:53:55"
"874001","6","TH1131-51","4","54","21/05/2024 19:31:41"
"874001","7","TH1131-51","4","54","22/05/2024 11:10:04"
"874001","8","TH1131-51","4","54","21/05/2024 19:27:16"
"874001","9","TH1131-51","4","53","22/05/2024 20:20:43"
"874002","1","TH1131-51","4","15","22/05/2024 15:01:28"
"874002","2","TH1131-51","4","16","22/05/2024 15:01:28"
"874002","3","TH1131-51","5","54","20/05/2024 17:28:39"
"874002","4","TH1131-51","5","54","20/05/2024 18:08:07"
"874002","5","TH1131-51","5","54","21/05/2024 19:13:45"
"874002","6","TH1131-51","5","54","21/05/2024 19:36:48"
"874002","7","TH1131-51","5","54","20/05/2024 17:34:27"
"874002","8","TH1131-51","5","16","22/05/2024 21:17:02"
"874002","9","TH1131-51","5","14","23/05/2024 20:47:18"
"874002","10","TH1131-51","5","14","22/05/2024 17:12:44"
"874002","11","TH1131-51","6","54","21/05/2024 19:21:43"
"874002","12","TH1131-51","6","54","22/05/2024 15:24:58"
"874003","1","TH1131-51","6","54","21/05/2024 18:46:30"
"874003","2","TH1131-51","6","54","22/05/2024 16:34:34"
"874003","3","TH1131-51","6","11","22/05/2024 16:40:30"
"874003","4","TH1131-51","6","11","22/05/2024 14:52:08"
"874003","5","TH1131-51","7","54","22/05/2024 13:25:49"
"874003","6","TH1131-51","7","54","22/05/2024 11:04:27"
"874003","7","TH1131-51","7","16","22/05/2024 16:42:23"
"874003","8","TH1131-51","7","16","22/05/2024 16:28:09"
"874003","9","TH1131-51","7","11","22/05/2024 14:53:39"
"874003","10","TH1131-51","8","54","22/05/2024 12:24:12"
"874003","11","TH1131-51","8","14","22/05/2024 13:31:19"
"874003","12","TH1131-51","9","54","22/05/2024 17:09:48"
"874004","1","419583","S","60","17/06/2024 18:37:40"
"874004","2","419583","M","61","18/06/2024 14:14:22"
"874004","3","419583","M","61","17/06/2024 17:42:19"
"874004","4","419583","M","61","17/06/2024 21:49:49"
"874004","5","419583","M","61","18/06/2024 13:56:48"
"874004","6","419583","L","55","18/06/2024 9:33:57"
"874005","1","419583","L","55","17/06/2024 19:08:32"
"874005","2","419583","L","55","17/06/2024 17:42:48"
"874005","3","419583","L","55","18/06/2024 13:45:39"
"874005","4","419583","L","55","19/06/2024 16:03:28"
"874005","5","419583","XL","51","17/06/2024 17:31:01"
"874005","6","419583","XL","51","18/06/2024 19:39:09"
"874005","7","419583","XL","51","17/06/2024 17:18:28"
"874006","1","TH8174-51","3","50","21/05/2024 19:43:09"
"874006","2","TH8174-51","3","49","21/05/2024 16:41:36"
"874006","3","TH8174-51","4","50","21/05/2024 19:56:08"
"874006","4","TH8174-51","4","50","21/05/2024 17:39:39"
"874006","5","TH8174-51","4","50","21/05/2024 17:30:59"
"874006","6","TH8174-51","4","38","22/05/2024 12:29:34"
"874006","7","TH8174-51","4","14","21/05/2024 18:11:58"
"874006","8","TH8174-51","4","10","21/05/2024 14:44:51"
"874006","9","TH8174-51","5","50","21/05/2024 19:47:17"
"874006","10","TH8174-51","5","50","22/05/2024 15:10:32"
"874006","11","TH8174-51","5","49","22/05/2024 17:39:11"
"874007","1","TH8174-51","5","38","22/05/2024 12:40:37"
"874007","2","TH8174-51","5","10","22/05/2024 12:35:00"
"874007","3","TH8174-51","5","10","22/05/2024 11:27:02"
"874007","4","TH8174-51","6","50","22/05/2024 14:54:53"
"874007","5","TH8174-51","6","50","22/05/2024 12:27:14"
"874007","6","TH8174-51","6","38","22/05/2024 11:10:04"
"874007","7","TH8174-51","6","14","22/05/2024 11:29:59"
"874007","8","TH8174-51","6","14","22/05/2024 12:43:10"
"874007","9","TH8174-51","6","14","22/05/2024 11:28:16"
"874007","10","TH8174-51","7","50","22/05/2024 12:50:28"
"874007","11","TH8174-51","7","38","22/05/2024 12:32:18"
"874007","12","TH8174-51","7","14","22/05/2024 12:45:13"
"874007","13","TH8174-51","7","14","22/05/2024 15:49:21"
"874007","14","TH8174-51","8","49","22/05/2024 13:31:44"
"874007","15","TH8174-51","9","38","22/05/2024 15:45:10"
"874008","1","515674","3X","11","20/06/2024 18:41:40"
"874009","2","502745","SM","19","10/10/2024 15:27:25"
"874009","3","502745","SM","14","29/08/2024 16:35:51"
"874009","4","502745","MED","19","29/08/2024 17:07:15"
"874009","5","502745","MED","19","10/10/2024 15:49:16"
"874009","7","502745","LG","19","10/10/2024 15:53:14"
"874009","8","502745","LG","19","29/08/2024 19:08:57"
"874009","9","502745","LG","21","29/08/2024 18:35:12"
"874009","10","502745","XL","19","29/08/2024 16:02:46"
"874010","1","510140","MED","13","20/06/2024 18:20:11"
"874010","2","510140","LG","13","20/06/2024 18:18:22"
"874010","3","510140","XL","13","20/06/2024 18:50:07"
"874011","1","508092","1X","19","29/05/2024 18:53:16"
"874011","2","508092","1X","11","29/05/2024 17:08:07"
"874011","3","508092","2X","19","29/05/2024 18:39:16"
"874011","4","508092","2X","19","29/05/2024 18:53:24"
"874011","5","508092","2X","19","29/05/2024 18:45:13"
"874011","6","508092","3X","18","29/05/2024 16:55:04"
"874012","1","512747","MED","13","01/07/2024 15:02:57"
"874012","2","512747","LG","13","01/07/2024 14:57:19"
"874012","3","512747","XL","13","01/07/2024 11:13:50"
"874013","1","506090","MED","19","26/07/2024 17:20:31"
"874013","2","506090","MED","11","26/07/2024 17:50:50"
"874014","1","33218","85","6","21/05/2024 16:57:50"
"874014","2","33218","90","10","22/05/2024 20:25:59"
"874014","3","33218","90","3","21/05/2024 18:22:08"
"874014","4","33218","100","10","30/05/2024 12:02:05"
"874014","5","33218","100","7","23/05/2024 17:47:15"
"874014","6","33218","110","10","30/05/2024 12:05:04"
"874014","7","33218","110","10","30/05/2024 10:19:04"
"874014","8","33218","110","2","30/05/2024 12:05:04"
"874014","9","33218","120","10","22/05/2024 12:54:10"
"874014","10","33218","120","10","21/05/2024 18:46:02"
"874014","11","33218","120","10","22/05/2024 20:28:11"
"874014","12","33218","120","5","22/05/2024 12:51:53"
"874014","13","33218","130","10","23/05/2024 18:59:57"
"874014","14","33218","130","10","21/05/2024 17:46:38"
"874014","15","33218","130","6","21/05/2024 18:44:13"
"874014","16","33218","140","10","21/05/2024 17:31:10"
"874014","17","33218","140","8","22/05/2024 12:57:12"
"874014","18","33218","150","10","21/05/2024 16:52:04"
"874014","19","33218","150","2","21/05/2024 17:03:07"
"874014","20","33218","160","10","21/05/2024 16:55:22"
"874015","1","523180","SM","5","29/08/2024 19:03:10"
"874015","2","523180","MED","16","29/08/2024 18:59:43"
"874015","3","523180","MED","4","30/08/2024 19:04:21"
"874015","4","523180","LG","16","31/08/2024 5:42:25"
"874015","5","523180","LG","15","30/08/2024 20:41:44"
"874015","6","523180","LG","7","30/08/2024 15:59:25"
"874015","7","523180","XL","13","31/08/2024 14:05:59"
"874015","10","523180","XXXL","6","29/08/2024 18:23:04"
"874016","1","TH9668-51","XS","12","28/05/2024 17:08:45"
"874016","2","TH9668-51","XS","11","28/05/2024 17:11:47"
"874016","3","TH9668-51","S","17","29/05/2024 9:55:58"
"874016","4","TH9668-51","S","12","27/05/2024 18:11:10"
"874016","5","TH9668-51","S","12","29/05/2024 10:38:02"
"874016","6","TH9668-51","S","12","29/05/2024 10:38:02"
"874016","7","TH9668-51","M","21","27/05/2024 15:53:31"
"874016","8","TH9668-51","M","20","27/05/2024 15:28:40"
"874016","9","TH9668-51","M","20","27/05/2024 16:22:48"
"874016","10","TH9668-51","M","20","27/05/2024 16:49:52"
"874016","11","TH9668-51","M","21","29/05/2024 10:45:43"
"874016","12","TH9668-51","M","20","27/05/2024 19:19:22"
"874016","13","TH9668-51","M","17","27/05/2024 19:19:22"
"874016","14","TH9668-51","M","17","27/05/2024 17:58:52"
"874016","15","TH9668-51","M","17","27/05/2024 17:58:51"
"874016","16","TH9668-51","L","21","29/05/2024 10:20:29"
"874016","17","TH9668-51","L","20","29/05/2024 13:59:29"
"874017","1","TH9668-51","L","21","26/05/2024 14:57:33"
"874017","2","TH9668-51","L","20","26/05/2024 15:47:22"
"874017","3","TH9668-51","L","21","26/05/2024 14:14:35"
"874017","4","TH9668-51","L","20","26/05/2024 13:36:36"
"874017","5","TH9668-51","L","21","26/05/2024 12:53:43"
"874017","6","TH9668-51","L","20","25/05/2024 16:46:24"
"874017","7","TH9668-51","L","17","28/05/2024 12:06:12"
"874017","8","TH9668-51","L","17","26/05/2024 9:35:12"
"874017","9","TH9668-51","XL","14","27/05/2024 13:08:38"
"874017","10","TH9668-51","XL","14","26/05/2024 16:10:49"
"874017","11","TH9668-51","XL","12","26/05/2024 12:13:42"
"874017","12","TH9668-51","XL","14","27/05/2024 12:31:01"
"874017","13","TH9668-51","XL","14","26/05/2024 10:39:32"
"874017","14","TH9668-51","XL","13","27/05/2024 14:49:31"
"874017","15","TH9668-51","XL","14","27/05/2024 12:50:32"
"874017","16","TH9668-51","XL","14","29/05/2024 17:39:33"
"874017","17","TH9668-51","XL","13","27/05/2024 13:04:22"
