period_month,ug_name,uol1_name,uol2_name,servicel1_id,servicel1_name,Nº fichas RFO,Nº SN2 con ficha RFO con status OK,Nº SN2 con dependencias Consumer,Nº SN2 del tipo Aplicación no Hijo,Número de features deployed válidas,Número de features deployed,Valor de cumplimiento de objetivos en Op Model,Servicios N2 con medición en el modelo objetivo del Op Model,Vulnerab. de alto riesgo por cada mil líneas de códgio,Vulnerab. de alto riesgo por cada mil líneas de códgio mes anterior,Variación de la evolución de vulnerabilidades,Nº de vulnerabilidades high,Nº de Lineas de código,Nº de vulnerabilidades high en el mes anterior,Líneas de código en el mes anterior
25-May,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,428,VENTA DE CARTERAS,1,0,1,1,6,13,1,1,0,0,0,0,243.112,0,0
25-Jun,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,428,VENTA DE CARTERAS,1,1,1,1,40,52,1,1,0,0,0,0,244.118,0,0
25-Jul,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,428,VENTA DE CARTERAS,1,1,1,1,1,1,1,1,0,0,0,0,244.495,0,0
25-Aug,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,428,VENTA DE CARTERAS,1,1,1,1,2,3,1,1,0,0,0,0,245.891,0,0
25-Sep,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,428,VENTA DE CARTERAS,1,1,1,1,4,5,1,1,0,0,0,0,245.921,0,0
25-Mar,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,429,SERVICIOS BANCARIOS (COBROS Y PAGOS),14,13,13,14,96,99,7,14,392,0,0,392,89.710.584,0,0
25-Apr,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,429,SERVICIOS BANCARIOS (COBROS Y PAGOS),14,11,13,14,20,22,9,13,392,0,0,392,1.586.833,0,0
25-May,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,429,SERVICIOS BANCARIOS (COBROS Y PAGOS),14,9,13,14,22,22,9.5,14,392,0,0,392,1.624.667,0,0
25-Jun,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,429,SERVICIOS BANCARIOS (COBROS Y PAGOS),14,14,13,14,121,125,8,14,392,0,0,392,1.626.006,0,0
25-Jul,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,429,SERVICIOS BANCARIOS (COBROS Y PAGOS),14,14,13,14,30,30,9,14,392,0,0,392,1.652.847,0,0
25-Aug,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,429,SERVICIOS BANCARIOS (COBROS Y PAGOS),14,14,13,14,40,41,9.5,14,394,0,0,394,1.663.836,0,0
25-Sep,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,429,SERVICIOS BANCARIOS (COBROS Y PAGOS),14,14,13,14,40,42,9.5,14,394,0,0,394,1.667.578,0,0
25-Mar,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,430,FINANCIACION,9,9,9,9,71,76,8,9,24,0,0,24,1.407.786,0,0
25-Apr,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,430,FINANCIACION,9,9,9,9,5,7,8,9,1,0,0,1,1.343.824,0,0
25-May,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,430,FINANCIACION,9,9,9,9,15,17,8,9,1,0,0,1,1.334.867,0,0
25-Jun,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,430,FINANCIACION,9,9,9,9,56,64,8,9,1,0,0,1,1.334.039,0,0
25-Jul,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,430,FINANCIACION,9,9,9,9,17,18,8,9,1,0,0,1,1.296.325,0,0
25-Aug,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,430,FINANCIACION,9,9,9,9,19,21,8,9,1,0,0,1,1.351.841,0,0
25-Sep,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,430,FINANCIACION,9,9,9,9,20,22,8,9,1,0,0,1,1.351.943,0,0
25-Mar,ESPANA,SYSTEMS ENGINEERING,ALPHA,431,ALPHA CORE PLATFORM,4,3,2,3,20,20,1,2,0,0,0,0,40.546,0,0
25-Apr,ESPANA,SYSTEMS ENGINEERING,ALPHA,431,ALPHA CORE PLATFORM,3,3,2,3,1,1,2.5,3,0,0,0,0,39.125,0,0
25-May,ESPANA,SYSTEMS ENGINEERING,ALPHA,431,ALPHA CORE PLATFORM,3,3,2,2,14,14,2,3,0,0,0,0,44.852,0,0
25-Jun,ESPANA,SYSTEMS ENGINEERING,ALPHA,431,ALPHA CORE PLATFORM,3,3,2,2,27,28,2,3,0,0,0,0,57.674,0,0
25-Jul,ESPANA,SYSTEMS ENGINEERING,ALPHA,431,ALPHA CORE PLATFORM,3,3,2,2,5,5,2,2,0,0,0,0,58.679,0,0
25-Aug,ESPANA,SYSTEMS ENGINEERING,ALPHA,431,ALPHA CORE PLATFORM,3,3,2,2,6,6,2,2,0,0,0,0,59.945,0,0
25-Sep,ESPANA,SYSTEMS ENGINEERING,ALPHA,431,ALPHA CORE PLATFORM,3,3,2,2,7,7,2,2,0,0,0,0,62.211,0,0
25-Mar,GSD,GSD,PAYMENT,432,PASIVO,0,0,1,1,10,10,0,1,0,0,0,0,10.263,0,0
25-Apr,GSD,GSD,PAYMENT,432,PASIVO,0,0,1,1,0,0,0.5,1,0,0,0,0,9.581,0,0
25-May,GSD,GSD,PAYMENT,432,PASIVO,0,0,1,1,2,2,1,1,0,0,0,0,9.636,0,0
25-Jun,GSD,GSD,PAYMENT,432,PASIVO,0,0,1,1,8,8,1,1,0,0,0,0,11.024,0,0
25-Jul,GSD,GSD,PAYMENT,432,PASIVO,0,0,1,1,0,0,1,1,0,0,0,0,10.539,0,0
25-Aug,GSD,GSD,PAYMENT,432,PASIVO,1,0,1,2,0,0,1,1,0,0,0,0,9.841,0,0
25-Sep,GSD,GSD,PAYMENT,432,PASIVO,1,0,1,2,0,0,1,1,0,0,0,0,10.128,0,0
25-Mar,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,433,CIB04 GLOBAL MARKET,4,4,4,4,18,18,0,1,0,0,0,0,38.375,0,0
25-Apr,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,433,CIB04 GLOBAL MARKET,5,4,4,5,6,6,1,1,0,0,0,0,14.798,0,0
25-May,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,433,CIB04 GLOBAL MARKET,8,4,4,8,25,25,2,2,0,0,0,0,14.798,0,0
25-Jun,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,433,CIB04 GLOBAL MARKET,6,4,4,6,58,58,2,3,0,0,0,0,14.8,0,0
25-Jul,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,433,CIB04 GLOBAL MARKET,4,4,4,4,7,7,2,2,0,0,0,0,14.8,0,0
25-Aug,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,433,CIB04 GLOBAL MARKET,4,4,4,4,11,11,1,2,0,0,0,0,14.797,0,0
25-Sep,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,433,CIB04 GLOBAL MARKET,4,4,4,4,11,11,1,2,0,0,0,0,14.797,0,0
25-Mar,GSD,GSD,PAYMENT,434,FINANCIACION,0,0,1,1,9,9,0,0,0,0,0,0,0,0,0
25-Mar,ARGENTINA,SYSTEMS ENGINEERING,COMEX,435,AR16 COMERCIO EXTERIOR,12,12,12,12,18,18,9,10,0,0,0,0,10.072,0,0
25-Apr,ARGENTINA,SYSTEMS ENGINEERING,COMEX,435,AR16 COMERCIO EXTERIOR,7,7,7,7,1,1,5,7,0,0,0,0,486.824,0,0
25-May,ARGENTINA,SYSTEMS ENGINEERING,COMEX,435,AR16 COMERCIO EXTERIOR,7,7,7,7,2,2,6,7,0,0,0,0,6.139,0,0
25-Jun,ARGENTINA,SYSTEMS ENGINEERING,COMEX,435,AR16 COMERCIO EXTERIOR,8,7,7,8,8,8,4,6,0,0,0,0,6.139,0,0
25-Jul,ARGENTINA,SYSTEMS ENGINEERING,COMEX,435,AR16 COMERCIO EXTERIOR,5,4,3,5,1,1,3,4,0,0,0,0,6.139,0,0
25-Aug,ARGENTINA,SYSTEMS ENGINEERING,COMEX,435,AR16 COMERCIO EXTERIOR,4,4,3,4,2,2,4,4,0,0,0,0,6.002,0,0
25-Sep,ARGENTINA,SYSTEMS ENGINEERING,COMEX,435,AR16 COMERCIO EXTERIOR,4,4,3,4,2,2,4,4,0,0,0,0,6.002,0,0
25-Mar,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,439,GP2 - HORUS,1,1,1,1,0,0,0,0,0,0,0,0,4.827,0,0
25-Apr,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,439,GP2 - HORUS,1,1,1,1,0,0,0,0,0,0,0,0,4.827,0,0
25-May,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,439,GP2 - HORUS,1,1,1,1,0,0,0,0,0,0,0,0,4.827,0,0
25-Jun,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,439,GP2 - HORUS,1,1,1,1,0,0,0,0,0,0,0,0,4.827,0,0
25-Jul,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,439,GP2 - HORUS,1,1,1,1,0,0,0,0,0,0,0,0,4.827,0,0
25-Aug,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,439,GP2 - HORUS,1,1,1,1,0,0,0,0,0,0,0,0,4.827,0,0
25-Mar,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,440,GP2 - TOHU,2,1,2,2,6,6,0,1,0,0,0,0,29.887,0,0
25-Apr,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,440,GP2 - TOHU,2,1,2,2,0,0,0,1,0,0,0,0,29.887,0,0
25-May,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,440,GP2 - TOHU,2,1,2,2,0,0,0,2,0,0,0,0,32.961,0,0
25-Jun,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,440,GP2 - TOHU,2,1,2,2,4,4,1.5,2,0,0,0,0,33.204,0,0
25-Jul,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,440,GP2 - TOHU,2,1,2,2,0,0,1,1,0,0,0,0,33.204,0,0
25-Aug,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,440,GP2 - TOHU,2,1,2,2,0,0,1,1,0,0,0,0,33.204,0,0
25-Mar,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,441,GP2 - BCEA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
25-Apr,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,441,GP2 - BCEA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
25-May,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,441,GP2 - BCEA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
25-Jun,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,441,GP2 - BCEA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
25-Jul,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,441,GP2 - BCEA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
25-Aug,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,441,GP2 - BCEA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
25-Mar,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,448,REGULATORY & ONBOARDING,25,18,14,23,56,68,12,17,312,0,0,312,10.805.976,0,0
25-Apr,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,448,REGULATORY & ONBOARDING,23,21,14,23,34,44,12,17,276,0,0,276,8.946.283,0,0
25-May,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,448,REGULATORY & ONBOARDING,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
25-Jun,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,448,REGULATORY & ONBOARDING,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
25-Jul,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,448,REGULATORY & ONBOARDING,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
25-Aug,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,448,REGULATORY & ONBOARDING,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
25-Sep,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,448,REGULATORY & ONBOARDING,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
25-Mar,CIB,CIB ENGINEERING,SW DELIVERY,449,"REF. DATA, TRADE & GLOBAL FINANCE",14,13,11,13,12,13,5,7,1434,0,0,1434,10.210.145,0,0
25-Apr,CIB,CIB ENGINEERING,SW DELIVERY,449,"REF. DATA, TRADE & GLOBAL FINANCE",13,11,11,13,8,8,6,7,773,0,0,773,4.377.417,0,0
25-Mar,CIB,CIB ENGINEERING,SW DELIVERY,450,EQUITIES,24,23,14,16,23,29,12,20,67,0,0,67,5.674.395,0,0
25-Apr,CIB,CIB ENGINEERING,SW DELIVERY,450,EQUITIES,23,22,16,16,20,28,10,19,75,0,0,75,5.549.456,0,0
25-Mar,CIB,CIB ENGINEERING,SW DELIVERY,451,ACCOUNTING & REDEXT,6,6,5,6,26,28,2,4,0,0,0,0,29.936,0,0
25-Apr,CIB,CIB ENGINEERING,SW DELIVERY,451,ACCOUNTING & REDEXT,6,6,5,6,24,27,1,4,1,0,0,1,813.495,0,0
25-Mar,CIB,CIB ENGINEERING,SW DELIVERY,452,FX,18,17,7,13,13,23,3,8,2,0,0,2,2.081.904,0,0
25-Apr,CIB,CIB ENGINEERING,SW DELIVERY,452,FX,18,16,7,13,14,21,3,8,2,0,0,2,2.081.072,0,0
25-Mar,CIB,CIB ENGINEERING,SW DELIVERY,453,FIXED INCOME,13,13,10,11,46,66,3,7,2,0,0,2,4.134.624,0,0
25-Apr,CIB,CIB ENGINEERING,SW DELIVERY,453,FIXED INCOME,13,13,10,11,21,30,4.5,8,1,0,0,1,3.302.194,0,0
25-Mar,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,456,BACKOFFICE,5,4,5,5,6,6,0,0,0,0,0,0,2.927,0,0
25-Apr,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,456,BACKOFFICE,5,5,5,5,0,0,0,0,0,0,0,0,757,0,0
25-May,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,456,BACKOFFICE,5,5,5,5,3,3,0,1,0,0,0,0,793,0,0
25-Jun,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,456,BACKOFFICE,7,5,5,7,9,9,1,2,0,0,0,0,813,0,0
25-Jul,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,456,BACKOFFICE,5,5,5,5,0,0,0,1,0,0,0,0,813,0,0
25-Aug,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,456,BACKOFFICE,5,5,5,5,8,8,1,1,0,0,0,0,814,0,0
25-Sep,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,456,BACKOFFICE,5,5,5,5,8,8,1,1,0,0,0,0,814,0,0
25-Mar,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,457,FIDUCIARIA,7,6,7,7,0,0,4.5,6,73,0,0,73,4.545.305,0,0
25-Apr,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,457,FIDUCIARIA,7,6,7,7,0,1,5,6,73,0,0,73,4.582.854,0,0
25-May,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,457,FIDUCIARIA,7,6,7,7,0,0,5.5,6,73,0,0,73,4.582.854,0,0
25-Jun,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,457,FIDUCIARIA,6,6,6,6,0,0,4.5,6,73,0,0,73,4.559.129,0,0
25-Jul,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,457,FIDUCIARIA,6,6,6,6,3,3,4.5,5,73,0,0,73,4.532.401,0,0
25-Aug,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,457,FIDUCIARIA,6,6,6,6,4,5,4.5,6,73,0,0,73,4.517.379,0,0
25-Sep,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,457,FIDUCIARIA,6,4,6,6,4,5,4.5,6,73,0,0,73,4.517.504,0,0
25-Mar,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,458,GLOBAL MARKET & COMEX,17,17,17,17,26,30,6.5,10,9,0,0,9,799.489,0,0
25-Apr,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,458,GLOBAL MARKET & COMEX,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25-Apr,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,458,GLOBAL MARKET & COMEX,19,17,17,19,10,10,7,9,9,0,0,9,783.807,0,0
25-May,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,458,GLOBAL MARKET & COMEX,20,17,17,20,6,6,8.5,11,9,0,0,9,783.926,0,0
25-Jun,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,458,GLOBAL MARKET & COMEX,16,15,15,16,24,25,8.5,10,43,0,0,43,784.047,0,0
25-Jul,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,458,GLOBAL MARKET & COMEX,16,16,16,16,3,4,7,11,0,0,0,0,638.703,0,0
25-Aug,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,458,GLOBAL MARKET & COMEX,16,16,16,16,12,13,9,11,0,0,0,0,639.762,0,0
25-Sep,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,458,GLOBAL MARKET & COMEX,16,16,16,16,14,15,9,11,0,0,0,0,639.672,0,0
25-Mar,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,459,VALORES,4,4,3,3,3,3,0,0,0,0,0,0,40.333,0,0
25-Apr,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,459,VALORES,4,4,3,3,0,0,0,0,0,0,0,0,38.691,0,0
25-May,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,459,VALORES,4,4,3,3,0,0,0.5,1,0,0,0,0,38.691,0,0
25-Jun,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,459,VALORES,4,4,3,3,1,3,0,0,0,0,0,0,38.691,0,0
25-Jul,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,459,VALORES,4,4,3,3,0,0,0,1,0,0,0,0,38.862,0,0
25-Aug,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,459,VALORES,4,3,3,3,0,0,0.5,1,0,0,0,0,40.544,0,0
25-Sep,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,459,VALORES,4,4,3,3,0,0,0.5,1,0,0,0,0,40.67,0,0
25-Mar,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,3560,OPERATIONAL ENTERPRISE,3,3,3,3,389,390,1,3,0,0,0,0,2.682.752,0,0
25-Apr,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,3560,OPERATIONAL ENTERPRISE,3,3,3,3,44,44,1,3,0,0,0,0,3.28,0,0
25-May,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,3560,OPERATIONAL ENTERPRISE,3,2,3,3,67,76,1.5,3,0,0,0,0,3.28,0,0
25-Jun,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,3560,OPERATIONAL ENTERPRISE,3,2,3,3,374,375,1,3,0,0,0,0,114.867,0,0
25-Jul,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,3560,OPERATIONAL ENTERPRISE,3,3,3,3,93,93,1,3,0,0,0,0,115.148,0,0
25-Aug,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,3560,OPERATIONAL ENTERPRISE,3,3,3,3,280,280,1,3,0,0,0,0,112.948,0,0
25-Sep,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,3560,OPERATIONAL ENTERPRISE,3,3,3,3,356,356,1,3,0,0,0,0,112.942,0,0
25-Mar,ARGENTINA,INGENIERIA & DATA,ALPHA ARCHITECTURE,3572,ALPHA,1,1,1,1,80,81,1,1,0,0,0,0,54.722,0,0
25-Apr,ARGENTINA,INGENIERIA & DATA,ALPHA ARCHITECTURE,3572,ALPHA,1,1,1,1,11,11,1,1,0,0,0,0,28.844,0,0
25-May,ARGENTINA,INGENIERIA & DATA,ALPHA ARCHITECTURE,3572,ALPHA,1,1,1,1,35,36,1,1,0,0,0,0,28.857,0,0
25-Jun,ARGENTINA,INGENIERIA & DATA,ALPHA ARCHITECTURE,3572,ALPHA,1,1,1,1,67,71,1,1,0,0,0,0,59.381,0,0
25-Jul,ARGENTINA,INGENIERIA & DATA,ALPHA ARCHITECTURE,3572,ALPHA,1,1,1,1,37,40,1,1,0,0,0,0,59.576,0,0
25-Aug,ARGENTINA,INGENIERIA & DATA,ALPHA ARCHITECTURE,3572,ALPHA,1,1,1,1,61,64,1,1,0,0,0,0,59.826,0,0
25-Sep,ARGENTINA,INGENIERIA & DATA,ALPHA ARCHITECTURE,3572,ALPHA,1,1,1,1,64,67,1,1,0,0,0,0,59.858,0,0
25-Mar,MEXICO,SYSTEMS ENGINEERING,RETAIL,3592,MOBILE RETAIL,1,1,1,1,121,130,0,1,6,0,0,6,4.813.416,0,0
25-Apr,MEXICO,SYSTEMS ENGINEERING,RETAIL,3592,MOBILE RETAIL,2,1,1,2,1,5,1,2,6,0,0,6,4.813.426,0,0
25-May,MEXICO,SYSTEMS ENGINEERING,RETAIL,3592,MOBILE RETAIL,2,1,1,2,1,1,1,2,6,0,0,6,4.813.526,0,0
25-Jun,MEXICO,SYSTEMS ENGINEERING,RETAIL,3592,MOBILE RETAIL,2,1,2,2,215,241,1,2,6,0,0,6,4.813.624,0,0
25-Jul,MEXICO,SYSTEMS ENGINEERING,RETAIL,3592,MOBILE RETAIL,2,1,2,2,10,11,1,1,8,0,0,8,4.813.827,0,0
25-Aug,MEXICO,SYSTEMS ENGINEERING,RETAIL,3592,MOBILE RETAIL,2,1,2,2,61,70,1,1,8,0,0,8,4.812.938,0,0
25-Sep,MEXICO,SYSTEMS ENGINEERING,RETAIL,3592,MOBILE RETAIL,2,1,2,2,68,77,1,1,8,0,0,8,4.812.938,0,0
25-Mar,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,3604,MOBILE ENTERPRISE,1,1,1,1,35,36,1,1,0,0,0,0,0,0,0
25-Apr,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,3604,MOBILE ENTERPRISE,1,1,1,1,4,4,1,1,0,0,0,0,0,0,0
25-May,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,3604,MOBILE ENTERPRISE,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
25-Jun,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,3604,MOBILE ENTERPRISE,1,1,1,1,46,50,1,1,0,0,0,0,0,0,0
25-Jul,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,3604,MOBILE ENTERPRISE,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
25-Aug,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,3604,MOBILE ENTERPRISE,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0
25-Sep,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,3604,MOBILE ENTERPRISE,1,1,1,1,2,3,1,1,0,0,0,0,0,0,0
25-Mar,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,3613,LOCAL SERVICES,2,2,2,2,95,97,2,2,101,0,0,101,1.239.591,0,0
25-Apr,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,3613,LOCAL SERVICES,1,1,1,1,0,0,1,1,5,0,0,5,474.726,0,0
25-May,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,3613,LOCAL SERVICES,1,1,1,1,10,10,1,1,5,0,0,5,474.726,0,0
25-Jun,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,3613,LOCAL SERVICES,1,1,1,1,68,69,1,1,5,0,0,5,474.726,0,0
25-Jul,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,3613,LOCAL SERVICES,1,1,1,1,2,2,0,1,5,0,0,5,474.78,0,0
25-Aug,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,3613,LOCAL SERVICES,1,1,1,1,19,19,0,1,5,0,0,5,208.249,0,0
25-Sep,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,3613,LOCAL SERVICES,1,1,1,1,22,22,0,1,5,0,0,5,208.249,0,0
25-Mar,PERU,DATA,DATAHUB,3730,DATIO CLIENT SOLUTIONS,5,5,5,5,43,44,3.5,5,0,0,0,0,453.418,0,0
25-Apr,PERU,DATA,DATAHUB,3730,DATIO CLIENT SOLUTIONS,5,5,5,5,11,11,2,5,0,0,0,0,16.158,0,0
25-May,PERU,DATA,DATAHUB,3730,DATIO CLIENT SOLUTIONS,5,5,5,5,39,39,2,5,0,0,0,0,19.495,0,0
25-Jun,PERU,DATA,DATAHUB,3730,DATIO CLIENT SOLUTIONS,5,5,5,5,113,114,1.5,5,0,0,0,0,102.436,0,0
25-Jul,PERU,DATA,DATAHUB,3730,DATIO CLIENT SOLUTIONS,5,5,5,5,5,5,1,5,0,0,0,0,107.563,0,0
25-Aug,PERU,DATA,DATAHUB,3730,DATIO CLIENT SOLUTIONS,6,6,5,6,52,52,2.5,5,0,0,0,0,124.495,0,0
25-Sep,PERU,DATA,DATAHUB,3730,DATIO CLIENT SOLUTIONS,6,6,5,6,68,68,2.5,5,0,0,0,0,125.696,0,0
25-Mar,PERU,DATA,DATAHUB,3756,DATIO ENGINEERING,5,5,5,5,348,350,3,3,1,0,0,1,1.203.926,0,0
25-Apr,PERU,DATA,DATAHUB,3756,DATIO ENGINEERING,5,5,5,5,23,23,3,3,1,0,0,1,440.535,0,0
