ID_SOT,Estado SOT,Fecha Creacion,Fecha Factibilidad,Fecha Atendido Rechazado,ID Rechazo,Departamento,Provincia,Distrito,Region
1047666,Rechazado,23/06/2024 12:06,23/06/2024 12:06,29/06/2024 12:06,57,Junin,Concepcion,Mariscal Castilla,Centro
1047667,Rechazado,11/01/2024 14:16,11/01/2024 14:16,22/01/2024 14:16,50,Huanuco,Puerto Inca,Tournavista,Centro
1047668,Rechazado,31/01/2024 17:14,02/02/2024 17:14,11/02/2024 17:14,14,Junin,Chupaca,Chongos Bajo,Centro
1047669,Rechazado,15/07/2024 16:24,17/07/2024 16:24,30/07/2024 16:24,85,Piura,Piura,Catacaos,Norte
1047670,Atendido,04/12/2024 21:37,04/12/2024 21:37,16/12/2024 21:37,,Ayacucho,Huamanga,Andres Avelino Caceres Dorregaray,Centro
1047671,Duplicado/Riesgo/Fraude,26/11/2024 06:37,Sin Información,27/11/2024 06:37,36,Puno,Melgar,Nuñoa,Sur
1047672,Atendido,20/08/2024 14:51,20/08/2024 14:51,31/08/2024 14:51,,Ancash,Huaylas,Huallanca,Centro
1047673,Atendido,21/06/2024 04:57,21/06/2024 04:57,04/07/2024 04:57,,San Martin,Lamas,Rumisapa,Norte
1047674,Duplicado/Riesgo/Fraude,23/01/2024 20:09,Sin Información,26/01/2024 20:09,53,Arequipa,Caylloma,Achoma,Sur
1047675,Duplicado/Riesgo/Fraude,27/12/2024 03:47,Sin Información,30/12/2024 03:47,90,Apurimac,Antabamba,El Oro,Sur
1047676,Atendido,26/10/2024 21:34,29/10/2024 21:34,05/11/2024 21:34,,Amazonas,Bongara,Yambrasbamba,Norte
1047677,Rechazado,05/02/2024 21:01,07/02/2024 21:01,14/02/2024 21:01,37,Apurimac,Aymaraes,Caraybamba,Sur
1047678,Rechazado,24/09/2024 18:46,24/09/2024 18:46,26/09/2024 18:46,73,Cajamarca,Cajamarca,Llacanora,Norte
1047679,Rechazado,17/03/2024 11:09,20/03/2024 11:09,26/03/2024 11:09,86,Lima,Huarochiri,San Juan De Iris,Lima
1047680,Pendiente,05/01/2024 19:03,07/01/2024 19:03,Sin Información,,Pasco,Pasco,Chaupimarca,Centro
1047681,Pendiente,08/03/2024 15:15,Sin Información,Sin Información,,Arequipa,Castilla,Tipan,Sur
1047682,Duplicado/Riesgo/Fraude,13/06/2024 13:59,Sin Información,18/06/2024 13:59,23,Amazonas,Chachapoyas,Montevideo,Norte
1047683,Duplicado/Riesgo/Fraude,07/08/2024 15:53,Sin Información,11/08/2024 15:53,5,Lambayeque,Chiclayo,Pomalca,Norte
1047684,Duplicado/Riesgo/Fraude,02/11/2024 00:58,Sin Información,04/11/2024 00:58,18,Apurimac,Abancay,Lambrama,Sur
1047685,Duplicado/Riesgo/Fraude,10/03/2024 11:35,Sin Información,14/03/2024 11:35,65,Cajamarca,Contumaza,Tantarica,Norte
1047686,Rechazado,16/01/2024 00:34,17/01/2024 00:34,01/02/2024 00:34,28,Ayacucho,Cangallo,Paras,Centro
1047687,Atendido,21/08/2024 00:18,24/08/2024 00:18,04/09/2024 00:18,,Lambayeque,Ferreñafe,Ferreñafe,Norte
1047688,Rechazado,23/03/2024 03:37,26/03/2024 03:37,31/03/2024 03:37,90,Pasco,Pasco,Huayllay,Centro
1047689,Atendido,10/02/2024 11:06,12/02/2024 11:06,16/02/2024 11:06,,Cusco,Chumbivilcas,Llusco,Sur
1047690,Rechazado,17/03/2024 12:36,17/03/2024 12:36,22/03/2024 12:36,10,Huanuco,Huanuco,Churubamba,Centro
1047691,Atendido,17/03/2024 11:47,19/03/2024 11:47,21/03/2024 11:47,,Huanuco,Dos De Mayo,Sillapata,Centro
1047692,Duplicado/Riesgo/Fraude,15/03/2024 18:02,Sin Información,18/03/2024 18:02,38,Ayacucho,Paucar Del Sara Sara,San Javier De Alpabamba,Centro
1047693,Atendido,05/07/2024 19:43,05/07/2024 19:43,16/07/2024 19:43,,Amazonas,Chachapoyas,Quinjalca,Norte
1047694,Pendiente,28/02/2024 08:18,28/02/2024 08:18,Sin Información,,Ancash,Ocros,Llipa,Centro
1047695,Atendido,23/10/2024 23:50,23/10/2024 23:50,30/10/2024 23:50,,Puno,Puno,Pichacani,Sur
1047696,Rechazado,09/04/2024 08:17,12/04/2024 08:17,21/04/2024 08:17,74,Junin,Yauli,Chacapalpa,Centro
1047697,Duplicado/Riesgo/Fraude,13/11/2024 01:10,Sin Información,16/11/2024 01:10,81,Huancavelica,Tayacaja,Lambras,Centro
1047698,Duplicado/Riesgo/Fraude,05/06/2024 15:10,Sin Información,08/06/2024 15:10,63,Amazonas,Chachapoyas,Leimebamba,Norte
1047699,Duplicado/Riesgo/Fraude,10/08/2024 11:32,Sin Información,13/08/2024 11:32,23,Lambayeque,Lambayeque,Illimo,Norte
1047700,Rechazado,20/05/2024 00:40,20/05/2024 00:40,31/05/2024 00:40,67,San Martin,Rioja,San Fernando,Norte
1047701,Pendiente,03/05/2024 15:15,03/05/2024 15:15,Sin Información,,Apurimac,Andahuaylas,Pomacocha,Sur
1047702,Atendido,10/04/2024 14:27,13/04/2024 14:27,18/04/2024 14:27,,Amazonas,Chachapoyas,Olleros,Norte
1047703,Duplicado/Riesgo/Fraude,22/10/2024 04:33,Sin Información,24/10/2024 04:33,9,Puno,Huancane,Huancane,Sur
1047704,Atendido,17/08/2024 18:29,17/08/2024 18:29,24/08/2024 18:29,,Huanuco,Huamalies,Jircan,Centro
1047705,Atendido,04/02/2024 10:53,04/02/2024 10:53,10/02/2024 10:53,,Cusco,Canas,Quehue,Sur
1047706,Duplicado/Riesgo/Fraude,15/11/2024 10:35,Sin Información,17/11/2024 10:35,73,Junin,Jauja,Sincos,Centro
1047707,Pendiente,07/08/2024 23:23,08/08/2024 23:23,Sin Información,,Piura,Morropon,Salitral,Norte
1047708,Atendido,28/01/2024 14:48,28/01/2024 14:48,05/02/2024 14:48,,Lima,Lima,Los Olivos,Lima
1047709,Pendiente,24/02/2024 00:00,27/02/2024 00:00,Sin Información,,Loreto,Putumayo,Teniente Manuel Clavero,Norte
1047710,Atendido,23/07/2024 22:05,23/07/2024 22:05,06/08/2024 22:05,,Amazonas,Chachapoyas,Montevideo,Norte
1047711,Pendiente,02/07/2024 09:34,02/07/2024 09:34,Sin Información,,Huancavelica,Angaraes,Chincho,Centro
1047712,Atendido,24/07/2024 21:44,24/07/2024 21:44,02/08/2024 21:44,,Ayacucho,La Mar,Tambo,Centro
1047713,Rechazado,08/09/2024 16:39,08/09/2024 16:39,16/09/2024 16:39,85,Piura,Morropon,Chalaco,Norte
1047714,Rechazado,25/04/2024 23:39,28/04/2024 23:39,03/05/2024 23:39,36,Lima,Lima,Villa Maria Del Triunfo,Lima
1047715,Pendiente,21/11/2024 21:49,22/11/2024 21:49,Sin Información,,Cajamarca,Contumaza,Guzmango,Norte
1047716,Atendido,03/04/2024 13:14,03/04/2024 13:14,12/04/2024 13:14,,Junin,Concepcion,Nueve De Julio,Centro
1047717,Atendido,23/01/2024 01:45,23/01/2024 01:45,07/02/2024 01:45,,Arequipa,Caraveli,Caraveli,Sur
1047718,Duplicado/Riesgo/Fraude,22/12/2024 15:10,Sin Información,27/12/2024 15:10,20,Huancavelica,Castrovirreyna,Aurahua,Centro
1047719,Rechazado,07/02/2024 22:11,07/02/2024 22:11,10/02/2024 22:11,43,Cajamarca,San Miguel,El Prado,Norte
1047720,Rechazado,07/09/2024 21:44,07/09/2024 21:44,09/09/2024 21:44,10,Cusco,Paucartambo,Paucartambo,Sur
1047721,Duplicado/Riesgo/Fraude,03/11/2024 19:11,Sin Información,07/11/2024 19:11,36,Lambayeque,Chiclayo,Pucala,Norte
1047722,Duplicado/Riesgo/Fraude,15/03/2024 11:58,Sin Información,16/03/2024 11:58,19,Cusco,Acomayo,Acomayo,Sur
1047723,Pendiente,29/03/2024 23:17,Sin Información,Sin Información,,Ica,Ica,Yauca Del Rosario,Sur
1047724,Duplicado/Riesgo/Fraude,28/03/2024 12:20,Sin Información,02/04/2024 12:20,6,Huancavelica,Tayacaja,Surcubamba,Centro
1047725,Duplicado/Riesgo/Fraude,26/01/2024 19:35,Sin Información,31/01/2024 19:35,76,Loreto,Maynas,Indiana,Norte
1047726,Duplicado/Riesgo/Fraude,22/06/2024 12:23,Sin Información,26/06/2024 12:23,13,Junin,Jauja,Huertas,Centro
1047727,Duplicado/Riesgo/Fraude,21/06/2024 02:15,Sin Información,26/06/2024 02:15,38,Lima,Barranca,Pativilca,Lima
1047728,Duplicado/Riesgo/Fraude,26/12/2024 05:50,Sin Información,28/12/2024 05:50,2,Ucayali,Atalaya,Raimondi,Centro
1047729,Pendiente,18/04/2024 04:52,Sin Información,Sin Información,,Arequipa,Arequipa,San Juan De Siguas,Sur
1047730,Duplicado/Riesgo/Fraude,27/03/2024 07:13,Sin Información,01/04/2024 07:13,97,Arequipa,Islay,Mejia,Sur
1047731,Atendido,09/01/2024 22:39,09/01/2024 22:39,12/01/2024 22:39,,Cusco,Acomayo,Acopia,Sur
1047732,Pendiente,06/10/2024 17:17,Sin Información,Sin Información,,Huanuco,Huamalies,Jacas Grande,Centro
1047733,Rechazado,06/05/2024 17:58,06/05/2024 17:58,12/05/2024 17:58,13,Piura,Paita,Tamarindo,Norte
1047734,Duplicado/Riesgo/Fraude,06/07/2024 19:52,Sin Información,09/07/2024 19:52,35,Huancavelica,Huancavelica,Huayllahuara,Centro
1047735,Pendiente,16/12/2024 08:39,Sin Información,Sin Información,,La Libertad,Bolivar,Bambamarca,Norte
1047736,Pendiente,25/06/2024 17:16,28/06/2024 17:16,Sin Información,,Lambayeque,Chiclayo,Eten Puerto,Norte
1047737,Atendido,01/08/2024 21:57,01/08/2024 21:57,12/08/2024 21:57,,Huancavelica,Angaraes,Callanmarca,Centro
1047738,Atendido,03/05/2024 09:13,06/05/2024 09:13,13/05/2024 09:13,,San Martin,Picota,Pucacaca,Norte
1047739,Rechazado,10/01/2024 23:32,12/01/2024 23:32,20/01/2024 23:32,64,San Martin,San Martin,Cacatachi,Norte
1047740,Duplicado/Riesgo/Fraude,17/01/2024 01:31,Sin Información,22/01/2024 01:31,1,Ancash,Sihuas,Acobamba,Centro
1047741,Rechazado,26/10/2024 07:14,28/10/2024 07:14,09/11/2024 07:14,78,Huancavelica,Angaraes,Secclla,Centro
1047742,Pendiente,01/07/2024 07:10,04/07/2024 07:10,Sin Información,,Lima,Lima,Lince,Lima
1047743,Atendido,28/05/2024 13:17,28/05/2024 13:17,04/06/2024 13:17,,San Martin,Picota,Shamboyacu,Norte
1047744,Rechazado,12/06/2024 04:17,15/06/2024 04:17,29/06/2024 04:17,16,Arequipa,Caraveli,Atiquipa,Sur
1047745,Duplicado/Riesgo/Fraude,08/04/2024 14:31,Sin Información,09/04/2024 14:31,95,Tumbes,Tumbes,San Juan De La Virgen,Norte
1047746,Rechazado,30/06/2024 10:01,30/06/2024 10:01,14/07/2024 10:01,9,Pasco,Oxapampa,Pozuzo,Centro
1047747,Atendido,15/01/2024 15:01,15/01/2024 15:01,25/01/2024 15:01,,Amazonas,Luya,Conila,Norte
1047748,Duplicado/Riesgo/Fraude,12/04/2024 21:50,Sin Información,14/04/2024 21:50,92,La Libertad,Julcan,Julcan,Norte
1047749,Atendido,20/12/2024 23:28,20/12/2024 23:28,25/12/2024 23:28,,Cusco,Chumbivilcas,Velille,Sur
1047750,Duplicado/Riesgo/Fraude,02/07/2024 06:42,Sin Información,06/07/2024 06:42,11,Puno,Melgar,Santa Rosa,Sur
1047751,Duplicado/Riesgo/Fraude,27/11/2024 03:32,Sin Información,28/11/2024 03:32,71,La Libertad,Sanchez Carrion,Sarin,Norte
1047752,Atendido,08/04/2024 18:09,09/04/2024 18:09,13/04/2024 18:09,,Huancavelica,Acobamba,Andabamba,Centro
1047753,Pendiente,29/12/2024 06:58,Sin Información,Sin Información,,Cajamarca,Cajamarca,Matara,Norte
1047754,Pendiente,04/02/2024 15:32,05/02/2024 15:32,Sin Información,,Ayacucho,La Mar,Union Progreso,Centro
1047755,Rechazado,22/10/2024 03:27,24/10/2024 03:27,06/11/2024 03:27,71,Huanuco,Huamalies,Chavin De Pariarca,Centro
1047756,Duplicado/Riesgo/Fraude,25/03/2024 13:24,Sin Información,28/03/2024 13:24,75,La Libertad,Pataz,Urpay,Norte
1047757,Rechazado,29/05/2024 23:08,31/05/2024 23:08,02/06/2024 23:08,51,Huancavelica,Angaraes,San Antonio De Antaparco,Centro
1047758,Pendiente,09/09/2024 02:39,Sin Información,Sin Información,,Ancash,Sihuas,Ragash,Centro
1047759,Duplicado/Riesgo/Fraude,08/02/2024 00:34,Sin Información,10/02/2024 00:34,96,Apurimac,Grau,Curasco,Sur
1047760,Rechazado,18/06/2024 21:15,18/06/2024 21:15,23/06/2024 21:15,69,Lima,Yauyos,San Joaquin,Lima
1047761,Rechazado,26/11/2024 14:51,26/11/2024 14:51,06/12/2024 14:51,62,Lambayeque,Chiclayo,Chiclayo,Norte
1047762,Pendiente,27/08/2024 04:25,30/08/2024 04:25,Sin Información,,Amazonas,Bagua,La Peca,Norte
1047763,Atendido,25/11/2024 18:56,25/11/2024 18:56,10/12/2024 18:56,,Ayacucho,Paucar Del Sara Sara,Pausa,Centro
1047764,Pendiente,23/07/2024 02:29,23/07/2024 02:29,Sin Información,,Lima,Lima,San Isidro,Lima
1047765,Atendido,08/06/2024 19:57,10/06/2024 19:57,24/06/2024 19:57,,Lima,Lima,Villa Maria Del Triunfo,Lima
1047766,Atendido,19/05/2024 00:19,21/05/2024 00:19,24/05/2024 00:19,,Arequipa,Castilla,Choco,Sur
1047767,Rechazado,22/03/2024 22:07,23/03/2024 22:07,28/03/2024 22:07,55,Ancash,Huari,Rahuapampa,Centro
1047768,Pendiente,14/08/2024 08:03,17/08/2024 08:03,Sin Información,,Junin,Jauja,Huamali,Centro
1047769,Rechazado,17/04/2024 11:56,17/04/2024 11:56,26/04/2024 11:56,22,Amazonas,Chachapoyas,Molinopampa,Norte
1047770,Atendido,01/01/2024 08:44,01/01/2024 08:44,03/01/2024 08:44,,Huancavelica,Tayacaja,Pazos,Centro
1047771,Duplicado/Riesgo/Fraude,20/10/2024 15:38,Sin Información,21/10/2024 15:38,54,Lima,Huarochiri,San Juan De Tantaranche,Lima
1047772,Duplicado/Riesgo/Fraude,22/06/2024 08:43,Sin Información,25/06/2024 08:43,24,Cusco,Paucartambo,Huancarani,Sur
1047773,Atendido,22/10/2024 00:36,25/10/2024 00:36,30/10/2024 00:36,,Cajamarca,Jaen,Colasay,Norte
1047774,Pendiente,01/05/2024 23:55,Sin Información,Sin Información,,Ayacucho,La Mar,Oronccoy,Centro
1047775,Rechazado,24/10/2024 19:46,25/10/2024 19:46,27/10/2024 19:46,70,Ancash,Huaylas,Yuracmarca,Centro
1047776,Duplicado/Riesgo/Fraude,19/10/2024 21:12,Sin Información,22/10/2024 21:12,52,Moquegua,General Sanchez Cerro,Chojata,Sur
1047777,Duplicado/Riesgo/Fraude,14/03/2024 00:03,Sin Información,18/03/2024 00:03,69,Huancavelica,Huancavelica,Huayllahuara,Centro
1047778,Atendido,24/10/2024 05:34,24/10/2024 05:34,27/10/2024 05:34,,Apurimac,Andahuaylas,Andarapa,Sur
1047779,Duplicado/Riesgo/Fraude,19/05/2024 07:13,Sin Información,20/05/2024 07:13,56,San Martin,Lamas,Lamas,Norte
1047780,Atendido,02/07/2024 03:09,03/07/2024 03:09,14/07/2024 03:09,,San Martin,Picota,Pilluana,Norte
1047781,Rechazado,02/03/2024 02:52,02/03/2024 02:52,17/03/2024 02:52,18,Cajamarca,San Miguel,Nanchoc,Norte
1047782,Atendido,20/03/2024 05:18,22/03/2024 05:18,27/03/2024 05:18,,Ancash,Carhuaz,Ataquero,Centro
1047783,Atendido,14/06/2024 00:22,15/06/2024 00:22,24/06/2024 00:22,,La Libertad,Ascope,Casa Grande,Norte
1047784,Atendido,17/05/2024 19:33,20/05/2024 19:33,22/05/2024 19:33,,Ancash,Bolognesi,Huallanca,Centro
1047785,Rechazado,12/12/2024 04:42,12/12/2024 04:42,27/12/2024 04:42,92,Cusco,Anta,Huarocondo,Sur
1047786,Pendiente,26/10/2024 09:47,Sin Información,Sin Información,,Cusco,Urubamba,Huayllabamba,Sur
1047787,Duplicado/Riesgo/Fraude,28/03/2024 22:53,Sin Información,02/04/2024 22:53,96,Ucayali,Coronel Portillo,Yarinacocha,Centro
1047788,Duplicado/Riesgo/Fraude,07/10/2024 15:09,Sin Información,11/10/2024 15:09,37,San Martin,Huallaga,Saposoa,Norte
1047789,Pendiente,05/11/2024 23:22,Sin Información,Sin Información,,Junin,Huancayo,Santo Domingo De Acobamba,Centro
1047790,Duplicado/Riesgo/Fraude,15/07/2024 17:29,Sin Información,20/07/2024 17:29,10,Ayacucho,Parinacochas,Coronel Castañeda,Centro
1047791,Rechazado,11/05/2024 05:43,11/05/2024 05:43,17/05/2024 05:43,7,La Libertad,Otuzco,Usquil,Norte
1047792,Duplicado/Riesgo/Fraude,11/08/2024 13:55,Sin Información,12/08/2024 13:55,59,Cusco,Anta,Cachimayo,Sur
1047793,Pendiente,24/05/2024 01:27,Sin Información,Sin Información,,Junin,Junin,Ulcumayo,Centro
1047794,Rechazado,03/07/2024 07:37,03/07/2024 07:37,10/07/2024 07:37,73,Cajamarca,San Miguel,Union Agua Blanca,Norte
1047795,Rechazado,14/05/2024 07:03,15/05/2024 07:03,22/05/2024 07:03,54,Ancash,Huari,Cajay,Centro
1047796,Pendiente,19/12/2024 14:19,Sin Información,Sin Información,,Tacna,Tacna,Inclan,Sur
1047797,Rechazado,29/06/2024 13:28,29/06/2024 13:28,01/07/2024 13:28,64,Puno,Lampa,Calapuja,Sur
1047798,Rechazado,12/09/2024 08:12,13/09/2024 08:12,24/09/2024 08:12,70,Arequipa,Castilla,Choco,Sur
1047799,Duplicado/Riesgo/Fraude,11/12/2024 05:37,Sin Información,12/12/2024 05:37,66,Arequipa,Arequipa,Cerro Colorado,Sur
1047800,Rechazado,17/01/2024 17:38,20/01/2024 17:38,31/01/2024 17:38,85,Puno,Yunguyo,Cuturapi,Sur
1047801,Rechazado,27/08/2024 21:04,27/08/2024 21:04,09/09/2024 21:04,6,Ayacucho,La Mar,Ninabamba,Centro
1047802,Pendiente,28/01/2024 00:25,30/01/2024 00:25,Sin Información,,Ayacucho,Parinacochas,Puyusca,Centro
1047803,Rechazado,16/07/2024 19:01,16/07/2024 19:01,19/07/2024 19:01,97,Puno,Huancane,Vilque Chico,Sur
1047804,Duplicado/Riesgo/Fraude,05/10/2024 18:15,Sin Información,09/10/2024 18:15,11,Amazonas,Chachapoyas,Montevideo,Norte
1047805,Atendido,24/02/2024 03:25,24/02/2024 03:25,29/02/2024 03:25,,Cusco,Cusco,Cusco,Sur
1047806,Pendiente,26/08/2024 02:42,28/08/2024 02:42,Sin Información,,Ancash,Huari,Huari,Centro
1047807,Atendido,21/12/2024 02:12,21/12/2024 02:12,29/12/2024 02:12,,Piura,Sullana,Sullana,Norte
1047808,Pendiente,03/11/2024 13:08,Sin Información,Sin Información,,Huanuco,Ambo,Huacar,Centro
1047809,Rechazado,08/10/2024 19:35,09/10/2024 19:35,20/10/2024 19:35,53,Piura,Paita,Vichayal,Norte
1047810,Atendido,01/07/2024 13:12,03/07/2024 13:12,14/07/2024 13:12,,Apurimac,Grau,Virundo,Sur
1047811,Atendido,19/06/2024 21:31,19/06/2024 21:31,24/06/2024 21:31,,Amazonas,Bongara,Yambrasbamba,Norte
1047812,Rechazado,30/01/2024 10:43,30/01/2024 10:43,12/02/2024 10:43,19,Ancash,Carhuaz,Amashca,Centro
1047813,Duplicado/Riesgo/Fraude,25/06/2024 17:29,Sin Información,28/06/2024 17:29,4,Puno,Sandia,Yanahuaya,Sur
1047814,Rechazado,06/07/2024 04:06,09/07/2024 04:06,23/07/2024 04:06,12,Amazonas,Utcubamba,Bagua Grande,Norte
1047815,Duplicado/Riesgo/Fraude,26/10/2024 23:34,Sin Información,31/10/2024 23:34,77,Lima,Huaura,Checras,Lima
1047816,Duplicado/Riesgo/Fraude,09/06/2024 23:03,Sin Información,14/06/2024 23:03,36,Huanuco,Huamalies,Monzon,Centro
1047817,Atendido,21/06/2024 15:54,21/06/2024 15:54,01/07/2024 15:54,,Ayacucho,La Mar,Chilcas,Centro
1047818,Duplicado/Riesgo/Fraude,21/07/2024 17:39,Sin Información,22/07/2024 17:39,88,Amazonas,Luya,Tingo,Norte
1047819,Duplicado/Riesgo/Fraude,13/03/2024 19:12,Sin Información,16/03/2024 19:12,59,Ayacucho,Lucanas,Santa Lucia,Centro
1047820,Atendido,25/09/2024 06:03,25/09/2024 06:03,10/10/2024 06:03,,Huanuco,Leoncio Prado,Daniel Alomia Robles,Centro
1047821,Pendiente,02/06/2024 07:52,Sin Información,Sin Información,,Ayacucho,La Mar,Santa Rosa,Centro
1047822,Rechazado,29/03/2024 01:10,29/03/2024 01:10,11/04/2024 01:10,37,Ancash,Recuay,Marca,Centro
1047823,Duplicado/Riesgo/Fraude,17/04/2024 06:19,Sin Información,18/04/2024 06:19,1,Apurimac,Grau,Huayllati,Sur
1047824,Duplicado/Riesgo/Fraude,29/07/2024 05:18,Sin Información,01/08/2024 05:18,76,Huanuco,Dos De Mayo,Sillapata,Centro
1047825,Pendiente,03/01/2024 12:40,06/01/2024 12:40,Sin Información,,Lima,Lima,La Molina,Lima
1047826,Duplicado/Riesgo/Fraude,13/03/2024 07:39,Sin Información,18/03/2024 07:39,27,Ancash,Pomabamba,Pomabamba,Centro
1047827,Pendiente,05/07/2024 01:12,Sin Información,Sin Información,,Puno,Lampa,Santa Lucia,Sur
1047828,Rechazado,01/01/2024 16:57,02/01/2024 16:57,13/01/2024 16:57,68,Moquegua,Mariscal Nieto,Samegua,Sur
1047829,Rechazado,31/07/2024 21:47,31/07/2024 21:47,12/08/2024 21:47,83,Ancash,Antonio Raymondi,Mirgas,Centro
1047830,Atendido,19/02/2024 03:09,19/02/2024 03:09,24/02/2024 03:09,,Junin,Jauja,Huamali,Centro
1047831,Rechazado,05/04/2024 20:56,06/04/2024 20:56,18/04/2024 20:56,68,Cusco,Calca,Pisac,Sur
1047832,Duplicado/Riesgo/Fraude,25/09/2024 18:07,Sin Información,26/09/2024 18:07,55,La Libertad,Santiago De Chuco,Sitabamba,Norte
1047833,Duplicado/Riesgo/Fraude,30/09/2024 05:56,Sin Información,02/10/2024 05:56,56,Lima,Yauyos,Carania,Lima
1047834,Atendido,11/08/2024 12:02,13/08/2024 12:02,20/08/2024 12:02,,Huancavelica,Tayacaja,Ahuaycha,Centro
1047835,Pendiente,25/02/2024 22:21,25/02/2024 22:21,Sin Información,,Junin,Satipo,Rio Negro,Centro
1047836,Pendiente,04/07/2024 15:50,07/07/2024 15:50,Sin Información,,La Libertad,Gran Chimu,Marmot,Norte
1047837,Atendido,13/12/2024 08:37,13/12/2024 08:37,22/12/2024 08:37,,Pasco,Oxapampa,Constitucion,Centro
1047838,Atendido,10/04/2024 11:58,13/04/2024 11:58,20/04/2024 11:58,,Ica,Nasca,Marcona,Sur
1047839,Atendido,11/10/2024 22:32,12/10/2024 22:32,25/10/2024 22:32,,La Libertad,Sanchez Carrion,Sarin,Norte
1047840,Pendiente,08/12/2024 09:18,Sin Información,Sin Información,,Huanuco,Lauricocha,Jesus,Centro
1047841,Duplicado/Riesgo/Fraude,06/09/2024 04:20,Sin Información,11/09/2024 04:20,33,Puno,Puno,Tiquillaca,Sur
1047842,Rechazado,19/09/2024 22:17,22/09/2024 22:17,03/10/2024 22:17,90,Lambayeque,Chiclayo,Chiclayo,Norte
1047843,Pendiente,17/04/2024 01:20,Sin Información,Sin Información,,Piura,Piura,Veintiseis De Octubre,Norte
1047844,Pendiente,10/10/2024 14:22,13/10/2024 14:22,Sin Información,,Cajamarca,Jaen,Sallique,Norte
1047845,Rechazado,30/03/2024 14:07,01/04/2024 14:07,05/04/2024 14:07,42,Ica,Pisco,San Andres,Sur
1047846,Rechazado,21/10/2024 05:39,21/10/2024 05:39,23/10/2024 05:39,5,San Martin,Lamas,Pinto Recodo,Norte
1047847,Atendido,11/02/2024 11:09,12/02/2024 11:09,22/02/2024 11:09,,Piura,Morropon,Yamango,Norte
1047848,Atendido,24/01/2024 05:32,24/01/2024 05:32,30/01/2024 05:32,,Ancash,Carhuaz,Yungar,Centro
1047849,Pendiente,18/01/2024 08:52,Sin Información,Sin Información,,Lambayeque,Chiclayo,Reque,Norte
1047850,Pendiente,06/03/2024 18:39,Sin Información,Sin Información,,Arequipa,Castilla,Viraco,Sur
1047851,Rechazado,26/08/2024 14:08,28/08/2024 14:08,12/09/2024 14:08,85,San Martin,Lamas,Barranquita,Norte
1047852,Pendiente,23/01/2024 16:34,24/01/2024 16:34,Sin Información,,Lima,Yauyos,Colonia,Lima
1047853,Rechazado,10/05/2024 15:17,10/05/2024 15:17,20/05/2024 15:17,61,Ayacucho,La Mar,San Miguel,Centro
1047854,Pendiente,18/05/2024 22:33,21/05/2024 22:33,Sin Información,,Cusco,La Convencion,Megantoni,Sur
1047855,Duplicado/Riesgo/Fraude,19/01/2024 02:43,Sin Información,21/01/2024 02:43,34,Lima,Yauyos,Ayaviri,Lima
1047856,Atendido,02/11/2024 12:31,02/11/2024 12:31,04/11/2024 12:31,,Junin,Tarma,San Pedro De Cajas,Centro
1047857,Duplicado/Riesgo/Fraude,25/09/2024 06:27,Sin Información,29/09/2024 06:27,39,Puno,Azangaro,Saman,Sur
1047858,Pendiente,02/07/2024 08:42,02/07/2024 08:42,Sin Información,,Huanuco,Dos De Mayo,Ripan,Centro
1047859,Atendido,12/01/2024 03:25,12/01/2024 03:25,17/01/2024 03:25,,Amazonas,Luya,San Francisco Del Yeso,Norte
1047860,Atendido,29/10/2024 09:31,29/10/2024 09:31,10/11/2024 09:31,,Tacna,Jorge Basadre,Ite,Sur
1047861,Duplicado/Riesgo/Fraude,05/01/2024 21:24,Sin Información,10/01/2024 21:24,18,Lima,Yauyos,Allauca,Lima
1047862,Duplicado/Riesgo/Fraude,08/02/2024 07:58,Sin Información,10/02/2024 07:58,85,Cajamarca,Cutervo,Toribio Casanova,Norte
1047863,Duplicado/Riesgo/Fraude,29/02/2024 04:59,Sin Información,01/03/2024 04:59,73,Lima,Canta,Huaros,Lima
1047864,Pendiente,23/10/2024 04:14,23/10/2024 04:14,Sin Información,,Huancavelica,Huaytara,Santo Domingo De Capillas,Centro
1047865,Rechazado,19/01/2024 07:49,19/01/2024 07:49,25/01/2024 07:49,56,Junin,Yauli,La Oroya,Centro
1047866,Duplicado/Riesgo/Fraude,01/01/2024 16:02,Sin Información,05/01/2024 16:02,95,La Libertad,Julcan,Julcan,Norte
1047867,Atendido,07/05/2024 22:53,09/05/2024 22:53,22/05/2024 22:53,,Cajamarca,Chota,Chiguirip,Norte
1047868,Duplicado/Riesgo/Fraude,08/12/2024 02:13,Sin Información,12/12/2024 02:13,3,La Libertad,Trujillo,Moche,Norte
1047869,Pendiente,13/04/2024 08:10,13/04/2024 08:10,Sin Información,,Ucayali,Padre Abad,Irazola,Centro
1047870,Duplicado/Riesgo/Fraude,04/06/2024 09:42,Sin Información,06/06/2024 09:42,10,Puno,Lampa,Calapuja,Sur
1047871,Pendiente,06/03/2024 14:08,Sin Información,Sin Información,,Ayacucho,La Mar,Chungui,Centro
1047872,Duplicado/Riesgo/Fraude,11/06/2024 13:58,Sin Información,16/06/2024 13:58,20,Cajamarca,San Miguel,La Florida,Norte
1047873,Duplicado/Riesgo/Fraude,17/11/2024 14:39,Sin Información,18/11/2024 14:39,71,Loreto,Mariscal Ramon Castilla,Yavari,Norte
